No,윈도우,prefix,전체 빈도,빈도 기반_예측,빈도 기반_신뢰도(%),빈도 기반_예측빈도,가중치 기반_예측,가중치 기반_신뢰도(%),가중치 기반_예측빈도,시뮬레이션 승률(%)
60,9,bppppbpp,601,b,50.08,601,p,68.96,12.7,46.7
61,9,bpppppbb,578,p,51.73,578,p,60.25,7.1,49.5
62,9,bpppppbp,564,b,51.06,564,p,78.65,6.9,55.0
63,9,bppppppb,564,b,51.06,564,b,54.39,8.3,41.9
64,9,bppppppp,560,b,50.89,560,p,64.68,8.6,50.0
65,9,pbbbbbbb,673,p,50.37,673,b,66.77,8.0,53.7
66,9,pbbbbbbp,624,p,50.48,624,p,52.34,10.6,46.8
67,9,pbbbbbpb,613,b,50.24,613,p,63.06,8.1,47.7
68,9,pbbbbbpp,577,p,51.82,577,p,59.13,7.7,50.0
69,9,pbbbbpbb,659,p,53.26,659,p,50.64,9.9,47.2
70,9,pbbbbpbp,642,p,51.56,642,b,53.6,10.6,47.2
71,9,pbbbbppb,620,p,52.42,620,p,59.54,11.7,75.7
72,9,pbbbbppp,570,b,50.53,570,b,52.79,5.7,45.8
73,9,pbbbpbbb,671,p,50.97,671,b,53.29,7.8,38.6
74,9,pbbbpbbp,661,b,52.04,661,b,63.73,9.4,51.8
75,9,pbbbpbpb,652,p,52.76,652,p,56.51,9.8,58.0
76,9,pbbbpbpp,585,p,51.28,585,p,60.8,8.3,47.1
77,9,pbbbppbb,590,b,53.05,590,p,52.77,9.4,48.4
78,9,pbbbppbp,630,b,51.27,630,b,63.2,7.4,48.4
79,9,pbbbpppb,582,p,51.89,582,p,58.28,11.4,43.2
80,9,pbbbpppp,585,b,54.7,585,b,59.13,6.7,44.9
81,9,pbbpbbbb,661,p,55.07,661,p,50.16,9.1,47.5
82,9,pbbpbbbp,640,b,52.34,640,p,68.83,8.0,54.0
83,9,pbbpbbpb,719,b,50.21,719,p,56.12,7.1,47.5
84,9,pbbpbbpp,631,p,50.87,631,b,53.4,12.1,54.7
85,9,pbbpbpbb,641,b,51.79,641,p,50.1,8.4,55.4
86,9,pbbpbpbp,667,p,51.87,667,b,53.46,9.6,42.9
87,9,pbbpbppb,653,b,50.54,653,p,55.16,8.4,38.2
88,9,pbbpbppp,651,p,51,651,p,60.13,8.1,42.9
89,9,pbbppbbb,632,b,50.16,632,b,55.32,9.8,50.7
90,9,pbbppbbp,648,p,50.31,648,p,61.96,7.7,51.4
91,9,pbbppbpb,650,b,53.54,650,p,56.33,9.1,53.4
92,9,pbbppbpp,616,p,51.3,616,b,55.08,8.9,54.8
93,9,pbbpppbb,638,p,52.66,638,p,58.42,9.1,50.4
94,9,pbbpppbp,639,b,53.21,639,b,53.79,7.5,46.7
95,9,pbbppppb,623,p,53.93,623,p,58.16,10.4,56.6
96,9,pbbppppp,566,p,50.53,566,p,57.72,7.7,48.4
97,9,pbpbbbbb,655,b,50.53,655,p,56.19,9.0,48.1
98,9,pbpbbbbp,602,b,54.82,602,b,67.19,7.2,51.4
99,9,pbpbbbpb,684,b,52.05,684,b,58.6,10.4,46.3
100,9,pbpbbbpp,630,b,52.22,630,b,60.43,9.7,44.6
101,9,pbpbbpbb,657,b,50.38,657,p,58.76,9.4,41.5
102,9,pbpbbpbp,638,p,52.04,638,b,68.38,6.3,51.2
103,9,pbpbbppb,622,p,50.16,622,p,52.97,6.2,49.2
104,9,pbpbbppp,623,b,54.25,623,b,52.11,7.1,38.9
105,9,pbpbpbbb,663,p,50.98,663,p,54.07,10.6,47.2
106,9,pbpbpbbp,630,p,50.79,630,p,65.15,5.4,37.3
107,9,pbpbpbpb,625,b,53.92,625,b,53.09,8.4,55.1
108,9,pbpbpbpp,626,b,53.19,626,p,50.54,6.4,59.9
109,9,pbpbppbb,677,p,50.22,677,b,55.23,7.9,38.9
110,9,pbpbppbp,602,b,52.82,602,p,50.62,8.0,62.8
111,9,pbpbpppb,613,b,52.37,613,b,54.69,8.8,45.6
112,9,pbpbpppp,584,b,52.05,584,b,70.38,6.1,52.2
113,9,pbppbbbb,621,p,52.01,621,p,64.68,7.7,67.3
114,9,pbppbbbp,597,b,50.59,597,p,58.95,9.8,40.3
115,9,pbppbbpb,668,p,51.2,668,p,65.5,8.8,42.7
116,9,pbppbbpp,626,b,53.35,626,b,53.23,8.9,55.3
117,9,pbppbpbb,608,p,51.81,608,p,59.22,6.7,50.0
118,9,pbppbpbp,652,p,52.3,652,p,54,6.9,60.1
119,9,pbppbppb,601,b,53.08,601,p,61.51,6.6,50.0
120,9,pbppbppp,561,b,54.01,561,p,57.97,8.8,58.6
121,9,pbpppbbb,624,b,53.85,624,b,61.56,11.0,52.5
122,9,pbpppbbp,617,b,51.22,617,b,58.85,10.9,49.4
123,9,pbpppbpb,610,b,50.16,610,p,52.99,8.2,43.5
124,9,pbpppbpp,589,p,50.93,589,p,53.24,7.9,45.9
125,9,pbppppbb,619,b,50.24,619,b,58.38,8.6,50.0
126,9,pbppppbp,573,b,52.71,573,p,58.64,12.3,59.3
127,9,pbpppppb,572,b,50.35,572,p,54.28,7.1,55.8
128,9,pbpppppp,562,b,50.18,562,b,56.18,10.5,53.0
129,10,bpbbbbbbb,322,p,50,322,b,59.59,4.1,-
130,10,bpbbbbbbp,311,b,50.8,311,b,61.58,4.4,62.5
131,10,bpbbbbbpb,301,b,51.5,301,p,66.83,3.9,60.0
132,10,bpbbbbbpp,312,b,51.6,312,p,61.55,5.0,-
133,10,bpbbbbpbb,348,b,50.86,348,b,59.32,4.9,16.7
134,10,bpbbbbpbp,336,b,52.08,336,b,61.36,4.5,37.5
135,10,bpbbbbppb,295,p,51.53,295,p,65.97,4.9,66.7
136,10,bpbbbbppp,287,b,51.22,287,p,56.37,1.6,60.0
137,10,bpbbbpbbb,352,p,50.85,352,p,58.33,4.3,0.0
138,10,bpbbbpbbp,342,b,54.09,342,b,63.7,5.3,73.7
139,10,bpbbbpbpb,318,p,51.26,318,p,52.12,4.2,40.0
140,10,bpbbbpbpp,321,b,50.16,321,b,56.98,2.8,38.5
141,10,bpbbbppbb,306,b,59.8,306,p,55.39,6.2,61.1
142,10,bpbbbppbp,327,b,53.52,327,b,87.63,4.4,-
143,10,bpbbbpppb,281,b,51.25,281,p,62.04,4.6,60.0
144,10,bpbbbpppp,286,b,57.69,286,b,65.6,4.0,11.1
145,10,bpbbpbbbb,350,p,54.29,350,p,55.14,5.2,-
146,10,bpbbpbbbp,299,b,51.84,299,p,90.45,3.1,52.2
147,10,bpbbpbbpb,380,b,50.26,380,p,64.54,4.6,-
148,10,bpbbpbbpp,316,p,52.53,316,b,57.02,4.6,40.9
149,10,bpbbpbpbb,305,b,56.07,305,b,55.32,4.8,64.7
150,10,bpbbpbpbp,339,b,50.74,339,p,53.77,4.3,-
151,10,bpbbpbppb,320,b,51.25,320,p,64.71,3.0,50.0
152,10,bpbbpbppp,345,b,51.01,345,p,75.36,3.5,-
153,10,bpbbppbbb,304,p,52.63,304,p,63.21,4.9,62.5
154,10,bpbbppbbp,315,p,52.06,315,p,67.05,3.2,0.0
155,10,bpbbppbpb,322,b,54.35,322,p,58.01,4.6,-
156,10,bpbbppbpp,296,p,50.34,296,b,67.13,4.9,17.4
157,10,bpbbpppbb,344,p,53.49,344,p,63.54,5.1,-
158,10,bpbbpppbp,317,b,51.74,317,p,64.27,3.5,50.0
159,10,bpbbppppb,306,p,54.9,306,p,66.1,4.9,-
160,10,bpbbppppp,274,b,50,274,p,75.35,1.7,42.9
161,10,bpbpbbbbb,342,b,51.75,342,b,53.65,4.0,-
162,10,bpbpbbbbp,284,b,55.63,284,b,57.91,3.6,66.7
163,10,bpbpbbbpb,328,b,54.27,328,b,69.2,5.1,-
164,10,bpbpbbbpp,321,b,52.34,321,b,63.32,5.6,50.0
165,10,bpbpbbpbb,309,p,52.43,309,p,50.68,6.1,-
166,10,bpbpbbpbp,304,p,53.62,304,b,75.5,3.2,50.0
167,10,bpbpbbppb,307,b,53.42,307,p,70.7,3.1,75.0
168,10,bpbpbbppp,313,b,53.67,313,b,72.79,4.3,60.0
169,10,bpbpbpbbb,334,p,53.59,334,p,58.45,5.7,50.0
170,10,bpbpbpbbp,330,b,51.52,330,p,63.69,2.8,77.8
171,10,bpbpbpbpb,291,b,52.92,291,b,58.41,4.0,46.2
172,10,bpbpbpbpp,304,b,50.66,304,p,60.15,3.3,50.0
173,10,bpbpbppbb,368,b,51.63,368,p,51.59,3.0,-
174,10,bpbpbppbp,286,b,54.9,286,b,57.28,2.4,42.1
175,10,bpbpbpppb,311,b,52.09,311,p,57.16,5.4,66.7
176,10,bpbpbpppp,293,b,50.51,293,p,55.33,2.9,14.3
177,10,bpbppbbbb,316,p,52.53,316,p,81.84,2.6,83.3
178,10,bpbppbbbp,329,b,52.28,329,p,56.64,6.0,33.3
179,10,bpbppbbpb,328,p,52.44,328,p,72.46,3.6,-
180,10,bpbppbbpp,304,b,53.29,304,b,64.13,2.7,63.2
181,10,bpbppbpbb,304,p,51.32,304,p,69.53,4.2,50.0
182,10,bpbppbpbp,312,p,51.28,312,b,51.25,3.8,50.0
183,10,bpbppbppb,296,b,53.38,296,b,63.23,2.1,66.7
184,10,bpbppbppp,289,b,52.6,289,p,57.78,4.4,44.4
185,10,bpbpppbbb,308,b,56.17,308,b,69.47,4.4,66.7
186,10,bpbpppbbp,332,b,51.81,332,b,51.16,6.5,0.0
187,10,bpbpppbpb,309,b,51.46,309,p,59.83,3.8,0.0
188,10,bpbpppbpp,274,p,50.36,274,p,52.28,3.1,50.0
189,10,bpbppppbb,321,p,50.78,321,b,56.82,3.9,50.0
190,10,bpbppppbp,295,b,51.53,295,p,52.53,5.5,66.7
191,10,bpbpppppb,292,b,50.34,292,b,61.5,2.8,-
192,10,bpbpppppp,273,b,52.01,273,b,76.81,4.4,35.3
193,10,bppbbbbbb,326,b,53.99,326,p,64.96,4.3,-
194,10,bppbbbbbp,262,b,54.96,262,b,67.97,3.2,27.3
195,10,bppbbbbpb,309,b,54.37,309,p,76.67,3.6,-
196,10,bppbbbbpp,297,b,53.2,297,b,61.2,6.8,68.2
197,10,bppbbbpbb,319,b,51.41,319,b,64.23,3.7,-
198,10,bppbbbpbp,297,b,55.22,297,b,54.1,4.8,68.4
199,10,bppbbbppb,276,p,51.81,276,b,64.3,4.0,66.7
200,10,bppbbbppp,275,b,52,275,b,55.66,5.6,53.3
201,10,bppbbpbbb,306,p,50.98,306,p,61.15,3.5,50.0
202,10,bppbbpbbp,318,b,57.86,318,p,53.42,3.1,100.0
203,10,bppbbpbpb,305,b,50.16,305,p,79.58,4.6,33.3
204,10,bppbbpbpp,308,b,51.62,308,b,51.81,4.5,80.0
205,10,bppbbppbb,322,p,55.28,322,p,52.79,3.8,28.6
206,10,bppbbppbp,315,b,54.29,315,b,53.65,4.4,92.3
207,10,bppbbpppb,320,b,51.56,320,p,53.3,5.1,100.0
208,10,bppbbpppp,275,b,51.64,275,p,61.94,6.6,37.5
209,10,bppbpbbbb,302,b,51.66,302,b,64.39,3.2,80.0
210,10,bppbpbbbp,331,b,53.17,331,p,58.71,4.5,-
211,10,bppbpbbpb,351,b,50.71,351,b,68.35,4.5,-
212,10,bppbpbbpp,288,p,52.08,288,b,73.58,1.8,40.0
213,10,bppbpbpbb,294,b,53.06,294,b,78.32,4.5,62.5
214,10,bppbpbpbp,299,p,51.51,299,b,59.22,3.6,37.5
215,10,bppbpbppb,335,p,51.34,335,p,57.36,5.3,-
216,10,bppbpbppp,282,p,51.06,282,p,61.05,3.6,58.3
217,10,bppbppbbb,295,b,52.88,295,b,60.93,4.3,54.5
218,10,bppbppbbp,316,b,53.16,316,b,63.99,4.6,-
219,10,bppbppbpb,317,p,50.79,317,p,62.3,3.6,-
220,10,bppbppbpp,271,b,52.77,271,p,53.69,4.4,61.5
221,10,bppbpppbb,293,b,57.34,293,b,80.27,5.8,33.3
222,10,bppbpppbp,295,p,52.2,295,p,55.09,3.8,60.0
223,10,bppbppppb,257,b,54.86,257,p,58.65,4.4,50.0
224,10,bppbppppp,265,p,53.58,265,p,57.99,4.3,78.6
225,10,bpppbbbbb,293,b,50.17,293,b,53.29,5.2,27.3
226,10,bpppbbbbp,294,p,54.42,294,b,57.89,6.2,11.1
227,10,bpppbbbpb,289,b,52.25,289,p,63.76,6.3,54.5
228,10,bpppbbbpp,293,b,50.85,293,p,83.16,3.3,-
229,10,bpppbbpbb,308,b,50,308,p,61.44,5.0,0.0
230,10,bpppbbpbp,328,b,52.13,328,p,59.15,7.7,54.5
231,10,bpppbbppb,291,b,53.26,291,b,57.02,5.0,81.8
232,10,bpppbbppp,297,p,53.87,297,p,62.61,2.7,100.0
233,10,bpppbpbbb,305,p,52.79,305,p,52.14,5.6,75.0
234,10,bpppbpbbp,318,b,50.94,318,p,62.64,3.3,100.0
235,10,bpppbpbpb,299,p,53.18,299,p,70.28,3.2,-
236,10,bpppbpbpp,291,p,51.89,291,b,75.36,5.0,37.5
237,10,bpppbppbb,278,p,51.08,278,p,72.04,6.1,66.7
238,10,bpppbppbp,283,b,53.36,283,p,60.71,2.6,42.9
239,10,bpppbpppb,305,p,53.77,305,b,61.71,4.8,-
240,10,bpppbpppp,280,p,50.71,280,p,70.21,3.1,63.2
241,10,bppppbbbb,296,p,50.34,296,p,53.81,6.0,28.6
242,10,bppppbbbp,276,b,51.09,276,b,58.61,2.5,60.0
243,10,bppppbbpb,312,b,50.64,312,b,57.26,5.2,50.0
244,10,bppppbbpp,294,b,51.36,294,b,53.28,4.5,23.8
245,10,bppppbpbb,316,b,53.8,316,b,50.85,5.8,0.0
246,10,bppppbpbp,300,b,55,300,b,56.73,4.0,52.9
247,10,bppppbppb,297,p,50.84,297,p,60.45,4.0,30.8
248,10,bppppbppp,293,p,52.9,293,p,84.77,8.7,20.0
249,10,bpppppbbb,272,p,51.84,272,p,62.2,2.9,28.6
250,10,bpppppbbp,293,p,50.51,293,p,57.22,4.2,-
251,10,bpppppbpb,285,b,56.14,285,p,52.36,1.5,-
252,10,bpppppbpp,271,p,52.4,271,p,69.49,5.5,50.0
253,10,bppppppbb,278,b,51.08,278,p,58.27,4.1,44.4
254,10,bppppppbp,265,b,55.85,265,b,54.24,3.1,75.0
255,10,bpppppppb,277,b,53.43,277,b,75.98,3.0,100.0
256,10,bpppppppp,270,p,51.11,270,p,65.79,5.6,54.5
257,10,pbbbbbbbb,329,b,53.19,329,b,58.88,5.4,62.5
258,10,pbbbbbbbp,331,b,52.27,331,p,56.86,2.7,100.0
259,10,pbbbbbbpb,305,b,54.43,305,p,71.53,5.1,70.0
260,10,pbbbbbbpp,304,p,53.29,304,b,51.03,5.5,-
261,10,pbbbbbpbb,292,p,52.74,292,b,56.04,3.0,-
262,10,pbbbbbpbp,293,p,53.58,293,b,61.87,4.4,46.7
263,10,pbbbbbppb,271,b,50.92,271,b,68.45,3.2,40.0
264,10,pbbbbbppp,293,b,53.92,293,b,58.1,4.3,-
265,10,pbbbbpbbb,303,p,50.17,303,p,56.32,5.0,33.3
266,10,pbbbbpbbp,342,b,53.8,342,b,50.52,5.1,-
267,10,pbbbbpbpb,301,p,51.83,301,b,65.75,5.1,21.4
268,10,pbbbbpbpp,321,p,52.34,321,p,65.35,4.9,100.0
269,10,pbbbbppbb,285,p,52.98,285,p,64.38,4.7,57.1
270,10,pbbbbppbp,320,b,53.12,320,p,60.22,7.1,-
271,10,pbbbbpppb,279,p,50.54,279,p,62.16,3.0,0.0
272,10,pbbbbpppp,278,b,53.96,278,b,74.22,2.7,58.3
273,10,pbbbpbbbb,324,p,50.93,324,b,52.87,3.8,38.9
274,10,pbbbpbbbp,335,b,52.54,335,b,62.72,3.7,50.0
275,10,pbbbpbbpb,335,p,50.45,335,b,59.15,6.2,-
276,10,pbbbpbbpp,314,b,51.59,314,b,51.92,3.5,36.8
277,10,pbbbpbpbb,301,b,52.49,301,b,55.73,4.4,47.1
278,10,pbbbpbpbp,334,b,53.29,334,b,64.78,5.7,100.0
279,10,pbbbpbppb,278,b,51.44,278,b,73.66,3.2,46.2
280,10,pbbbpbppp,293,b,50.17,293,p,57.92,5.2,0.0
281,10,pbbbppbbb,300,b,51.33,300,p,55.46,4.5,-
282,10,pbbbppbbp,272,b,51.1,272,b,50.7,5.1,28.6
283,10,pbbbppbpb,317,b,52.68,317,p,77.77,4.2,-
284,10,pbbbppbpp,303,b,56.11,303,b,61.75,2.7,41.7
285,10,pbbbpppbb,273,p,52.38,273,b,75.57,4.8,57.1
286,10,pbbbpppbp,297,p,53.2,297,p,55.22,6.9,-
287,10,pbbbppppb,311,p,50.48,311,b,65.48,4.0,100.0
288,10,pbbbppppp,258,b,58.53,258,b,51.83,2.8,53.8
289,10,pbbpbbbbb,291,b,51.2,291,p,63.87,4.6,42.9
290,10,pbbpbbbbp,358,b,53.07,358,p,68.3,4.5,-
291,10,pbbpbbbpb,330,b,54.55,330,p,57.11,1.7,-
292,10,pbbpbbbpp,291,b,54.3,291,p,53.07,5.5,34.8
293,10,pbbpbbpbb,352,p,53.41,352,b,70.63,3.1,71.4
294,10,pbbpbbpbp,350,p,50,350,p,57.61,4.0,40.0
295,10,pbbpbbppb,301,p,50.5,301,p,54.78,6.5,53.3
296,10,pbbpbbppp,313,b,52.72,313,b,72.87,5.8,100.0
297,10,pbbpbpbbb,317,p,52.68,317,p,61.51,3.3,-
298,10,pbbpbpbbp,306,b,50.65,306,b,65.28,4.3,58.8
299,10,pbbpbpbpb,312,b,52.56,312,p,52.46,3.7,52.6
300,10,pbbpbpbpp,337,b,51.93,337,p,86.55,3.6,-
301,10,pbbpbppbb,325,b,51.69,325,b,71.16,3.8,-
302,10,pbbpbppbp,314,b,51.91,314,b,66.64,4.7,73.9
303,10,pbbpbpppb,311,b,53.7,311,b,72,3.2,62.5
304,10,pbbpbpppp,322,b,52.48,322,p,54.6,5.0,-
305,10,pbbppbbbb,304,p,50,304,p,58.08,5.5,50.0
306,10,pbbppbbbp,309,b,56.31,309,b,86.18,3.7,42.9
307,10,pbbppbbpb,318,b,55.35,318,p,60.31,2.4,66.7
308,10,pbbppbbpp,320,b,53.12,320,p,64.48,4.9,42.9
309,10,pbbppbpbb,338,p,50.3,338,b,75.65,4.0,100.0
310,10,pbbppbpbp,293,p,51.54,293,p,55.76,5.2,21.7
311,10,pbbppbppb,295,p,50.51,295,b,60.79,5.0,33.3
312,10,pbbppbppp,314,p,53.18,314,b,52.13,4.1,-
313,10,pbbpppbbb,290,p,55.86,290,p,55.78,3.7,66.7
314,10,pbbpppbbp,321,b,53.27,321,b,53.12,5.2,-
315,10,pbbpppbpb,333,b,51.95,333,b,76.21,4.2,-
316,10,pbbpppbpp,289,b,52.25,289,b,62.09,3.5,47.6
317,10,pbbppppbb,279,p,53.41,279,p,75.83,4.5,46.2
318,10,pbbppppbp,331,b,50.76,331,b,51.98,5.7,-
319,10,pbbpppppb,274,p,52.55,274,p,50.5,3.2,16.7
320,10,pbbpppppp,279,b,50.54,279,b,69.43,4.0,62.5
321,10,pbpbbbbbb,322,p,50.93,322,p,60.25,3.9,-
322,10,pbpbbbbbp,321,p,51.71,321,p,54.36,5.2,25.0
323,10,pbpbbbbpb,323,b,52.32,323,b,58.02,4.9,-
324,10,pbpbbbbpp,265,b,50.19,265,b,73.73,2.3,60.0
325,10,pbpbbbpbb,344,p,51.45,344,p,50.34,6.1,-
326,10,pbpbbbpbp,318,p,50,318,b,66.68,4.3,25.0
327,10,pbpbbbppb,324,p,54.32,324,p,50.29,6.0,-
328,10,pbpbbbppp,294,p,50.68,294,b,55.31,3.9,22.2
329,10,pbpbbpbbb,319,b,53.92,319,b,66.9,3.6,50.0
330,10,pbpbbpbbp,320,b,54.06,320,b,60.05,4.3,100.0
331,10,pbpbbpbpb,295,b,51.86,295,b,62.8,4.1,40.0
332,10,pbpbbpbpp,323,p,50.15,323,b,50.81,2.0,-
333,10,pbpbbppbb,303,p,52.81,303,b,57.88,3.0,-
334,10,pbpbbppbp,306,b,51.31,306,b,53.55,3.3,40.0
335,10,pbpbbpppb,332,b,51.51,332,b,68.32,3.1,100.0
336,10,pbpbbpppp,279,b,55.2,279,p,56.94,3.5,55.0
337,10,pbpbpbbbb,319,b,54.23,319,p,59.17,4.7,58.8
338,10,pbpbpbbbp,331,b,51.96,331,b,62.45,5.8,50.0
339,10,pbpbpbbpb,306,b,54.9,306,b,60.53,1.9,16.7
340,10,pbpbpbbpp,314,b,50,314,p,70.61,3.5,46.7
341,10,pbpbpbpbb,326,p,50.92,326,b,63.57,4.6,-
342,10,pbpbpbpbp,283,p,51.24,283,b,62.75,4.0,58.8
343,10,pbpbpbppb,326,b,57.67,326,b,81.09,3.1,100.0
344,10,pbpbpbppp,290,p,50.69,290,p,51.47,3.3,53.8
345,10,pbpbppbbb,326,p,53.37,326,p,73.94,3.8,60.0
346,10,pbpbppbbp,329,b,50.76,329,b,58.76,3.6,-
347,10,pbpbppbpb,310,b,50.32,310,p,58.63,4.1,-
348,10,pbpbppbpp,280,b,52.14,280,p,74.28,4.1,41.7
349,10,pbpbpppbb,309,p,53.07,309,p,76.51,4.6,-
350,10,pbpbpppbp,287,b,52.96,287,b,63.43,3.7,66.7
351,10,pbpbppppb,297,b,53.54,297,p,55.01,4.3,0.0
352,10,pbpbppppp,272,p,52.94,272,p,85.73,1.8,66.7
353,10,pbppbbbbb,289,b,55.71,289,b,71.29,2.8,66.7
354,10,pbppbbbbp,314,p,50.32,314,p,57.61,4.1,-
355,10,pbppbbbpb,290,b,52.76,290,b,68.37,4.1,-
356,10,pbppbbbpp,287,b,51.22,287,p,67.46,5.9,64.7
357,10,pbppbbpbb,319,b,52.98,319,p,69.44,3.1,35.3
358,10,pbppbbpbp,332,b,50.9,332,b,55.06,5.9,33.3
359,10,pbppbbppb,325,b,51.69,325,p,71.19,4.9,57.1
360,10,pbppbbppp,285,b,52.63,285,p,50.97,4.2,56.2
361,10,pbppbpbbb,286,b,52.8,286,b,74.32,2.8,31.2
362,10,pbppbpbbp,310,b,54.19,310,b,69.75,4.1,100.0
363,10,pbppbpbpb,300,b,53.33,300,p,51.34,3.3,57.1
364,10,pbppbpbpp,331,b,51.06,331,b,74.54,3.9,100.0
365,10,pbppbppbb,307,p,51.79,307,p,51.28,2.6,-
366,10,pbppbppbp,275,b,55.64,275,p,54.49,4.2,50.0
367,10,pbppbpppb,298,p,50.67,298,b,67.85,3.8,-
368,10,pbppbpppp,246,b,52.85,246,b,51.57,5.2,52.6
369,10,pbpppbbbb,326,b,50.61,326,p,63.27,6.7,100.0
370,10,pbpppbbbp,284,b,51.41,284,b,77.93,4.3,45.5
371,10,pbpppbbpb,311,p,52.73,311,p,56.34,6.0,-
372,10,pbpppbbpp,298,p,50,298,b,64.85,4.5,38.5
373,10,pbpppbpbb,298,p,50.34,298,b,65.38,3.9,75.0
374,10,pbpppbpbp,294,p,51.7,294,p,71.43,4.4,22.2
375,10,pbpppbppb,279,b,52.69,279,b,73.65,3.7,53.8
376,10,pbpppbppp,291,b,54.98,291,b,62.4,4.1,-
377,10,pbppppbbb,304,b,52.96,304,b,64.81,5.2,33.3
378,10,pbppppbbp,300,b,54,300,b,59.58,3.5,75.0
379,10,pbppppbpb,296,b,52.36,296,b,66.14,4.3,-
380,10,pbppppbpp,266,b,51.13,266,p,73.15,7.1,47.4
