No,윈도우,prefix,전체 빈도,빈도 기반_예측,빈도 기반_신뢰도(%),빈도 기반_예측빈도,가중치 기반_예측,가중치 기반_신뢰도(%),가중치 기반_예측빈도,시뮬레이션 승률(%)
76,9,pbbbpbpp,494,p,51.21,494,p,60.8,8.3,40.0
77,9,pbbbppbb,518,b,53.09,518,p,52.77,9.4,41.9
78,9,pbbbppbp,545,b,52.84,545,b,63.2,7.4,42.1
79,9,pbbbpppb,500,p,50.8,500,p,58.28,11.4,44.0
80,9,pbbbpppp,509,b,55.21,509,b,59.13,6.7,47.8
81,9,pbbpbbbb,566,p,55.83,566,p,50.16,9.1,42.4
82,9,pbbpbbbp,561,b,52.05,561,p,68.83,8.0,43.2
83,9,pbbpbbpb,627,p,50.08,627,p,56.12,7.1,56.0
84,9,pbbpbbpp,540,p,51.3,540,b,53.4,12.1,56.2
85,9,pbbpbpbb,562,b,52.67,562,p,50.1,8.4,51.6
86,9,pbbpbpbp,578,p,50.69,578,b,53.46,9.6,30.8
87,9,pbbpbppb,561,b,51.34,561,p,55.16,8.4,43.3
88,9,pbbpbppp,556,p,51.62,556,p,60.13,8.1,50.0
89,9,pbbppbbb,555,b,50.27,555,b,55.32,9.8,60.7
90,9,pbbppbbp,557,b,50.81,557,p,61.96,7.7,46.4
91,9,pbbppbpb,546,b,51.47,546,p,56.33,9.1,37.8
92,9,pbbppbpp,519,p,51.06,519,b,55.08,8.9,61.3
93,9,pbbpppbb,548,p,53.28,548,p,58.42,9.1,60.0
94,9,pbbpppbp,560,b,54.29,560,b,53.79,7.5,47.2
95,9,pbbppppb,530,p,54.53,530,p,58.16,10.4,52.2
96,9,pbbppppp,474,b,50,474,p,57.72,7.7,43.5
97,9,pbpbbbbb,568,b,51.06,568,p,56.19,9.0,55.0
98,9,pbpbbbbp,512,b,54.1,512,b,67.19,7.2,55.0
99,9,pbpbbbpb,595,b,53.28,595,b,58.6,10.4,64.0
100,9,pbpbbbpp,547,b,53.38,547,b,60.43,9.7,57.1
101,9,pbpbbpbb,572,p,51.57,572,p,58.76,9.4,39.0
102,9,pbpbbpbp,537,p,51.96,537,b,68.38,6.3,50.0
103,9,pbpbbppb,526,b,51.71,526,p,52.97,6.2,52.0
104,9,pbpbbppp,534,b,55.06,534,b,52.11,7.1,33.3
105,9,pbpbpbbb,571,p,50.26,571,p,54.07,10.6,48.0
106,9,pbpbpbbp,532,p,50.94,532,p,65.15,5.4,41.4
107,9,pbpbpbpb,533,b,54.41,533,b,53.09,8.4,57.1
108,9,pbpbpbpp,535,b,52.71,535,p,50.54,6.4,51.4
109,9,pbpbppbb,582,p,50.52,582,b,55.23,7.9,62.5
110,9,pbpbppbp,497,b,51.31,497,p,50.62,8.0,52.4
111,9,pbpbpppb,516,b,53.49,516,b,54.69,8.8,41.7
112,9,pbpbpppp,497,b,52.52,497,b,70.38,6.1,69.2
113,9,pbppbbbb,542,p,51.85,542,p,64.68,7.7,73.1
114,9,pbppbbbp,521,b,52.78,521,p,58.95,9.8,46.2
115,9,pbppbbpb,568,p,52.46,568,p,65.5,8.8,50.0
116,9,pbppbbpp,538,b,53.53,538,b,53.23,8.9,41.9
117,9,pbppbpbb,511,p,51.47,511,p,59.22,6.7,45.5
118,9,pbppbpbp,547,p,51.19,547,p,54,6.9,60.0
119,9,pbppbppb,510,b,54.12,510,p,61.51,6.6,46.4
120,9,pbppbppp,486,b,54.53,486,p,57.97,8.8,54.1
121,9,pbpppbbb,544,b,54.41,544,b,61.56,11.0,63.3
122,9,pbpppbbp,521,b,51.63,521,b,58.85,10.9,59.1
123,9,pbpppbpb,496,b,51.01,496,p,52.99,8.2,42.1
124,9,pbpppbpp,503,p,50.7,503,p,53.24,7.9,57.1
125,9,pbppppbb,538,b,50.37,538,b,58.38,8.6,47.4
126,9,pbppppbp,492,b,52.44,492,p,58.64,12.3,40.0
127,9,pbpppppb,491,b,50.1,491,p,54.28,7.1,62.5
128,9,pbpppppp,485,p,50.31,485,b,56.18,10.5,69.6
129,10,bpbbbbbbb,287,b,51.92,287,b,59.59,4.1,-
130,10,bpbbbbbbp,262,p,50.38,262,b,61.58,4.4,60.0
131,10,bpbbbbbpb,249,b,52.21,249,p,66.83,3.9,80.0
132,10,bpbbbbbpp,280,b,51.07,280,p,61.55,5.0,-
133,10,bpbbbbpbb,289,b,52.25,289,b,59.32,4.9,16.7
134,10,bpbbbbpbp,285,b,52.98,285,b,61.36,4.5,30.8
135,10,bpbbbbppb,259,p,50.97,259,p,65.97,4.9,66.7
136,10,bpbbbbppp,247,b,53.44,247,p,56.37,1.6,66.7
137,10,bpbbbpbbb,304,p,50.99,304,p,58.33,4.3,0.0
138,10,bpbbbpbbp,308,b,53.57,308,b,63.7,5.3,71.4
139,10,bpbbbpbpb,279,p,50.18,279,p,52.12,4.2,40.0
140,10,bpbbbpbpp,267,p,50.56,267,b,56.98,2.8,40.0
141,10,bpbbbppbb,270,b,60,270,p,55.39,6.2,61.5
142,10,bpbbbppbp,284,b,56.34,284,b,87.63,4.4,-
143,10,bpbbbpppb,244,b,53.69,244,p,62.04,4.6,100.0
144,10,bpbbbpppp,249,b,58.63,249,b,65.6,4.0,11.1
145,10,bpbbpbbbb,293,p,55.63,293,p,55.14,5.2,-
146,10,bpbbpbbbp,261,b,51.72,261,p,90.45,3.1,55.0
147,10,bpbbpbbpb,345,p,51.3,345,p,64.54,4.6,-
148,10,bpbbpbbpp,275,p,52.36,275,b,57.02,4.6,36.8
149,10,bpbbpbpbb,261,b,57.09,261,b,55.32,4.8,78.6
150,10,bpbbpbpbp,294,b,52.38,294,p,53.77,4.3,-
151,10,bpbbpbppb,275,b,50.91,275,p,64.71,3.0,50.0
152,10,bpbbpbppp,293,b,50.51,293,p,75.36,3.5,-
153,10,bpbbppbbb,266,p,53.76,266,p,63.21,4.9,75.0
154,10,bpbbppbbp,276,b,50.72,276,p,67.05,3.2,0.0
155,10,bpbbppbpb,263,b,52.09,263,p,58.01,4.6,-
156,10,bpbbppbpp,247,b,51.01,247,b,67.13,4.9,11.8
157,10,bpbbpppbb,294,p,54.76,294,p,63.54,5.1,-
158,10,bpbbpppbp,279,b,53.05,279,p,64.27,3.5,61.5
159,10,bpbbppppb,256,p,54.3,256,p,66.1,4.9,-
160,10,bpbbppppp,231,b,51.08,231,p,75.35,1.7,44.4
161,10,bpbpbbbbb,304,b,51.64,304,b,53.65,4.0,-
162,10,bpbpbbbbp,246,b,54.47,246,b,57.91,3.6,63.6
163,10,bpbpbbbpb,289,b,56.06,289,b,69.2,5.1,-
164,10,bpbpbbbpp,278,b,53.24,278,b,63.32,5.6,53.8
165,10,bpbpbbpbb,275,p,53.82,275,p,50.68,6.1,-
166,10,bpbpbbpbp,251,p,52.59,251,b,75.5,3.2,43.8
167,10,bpbpbbppb,266,b,55.26,266,p,70.7,3.1,83.3
168,10,bpbpbbppp,268,b,52.61,268,b,72.79,4.3,60.0
169,10,bpbpbpbbb,288,p,52.78,288,p,58.45,5.7,40.0
170,10,bpbpbpbbp,283,b,52.65,283,p,63.69,2.8,87.5
171,10,bpbpbpbpb,247,b,52.63,247,b,58.41,4.0,36.4
172,10,bpbpbpbpp,257,p,51.36,257,p,60.15,3.3,50.0
173,10,bpbpbppbb,318,b,52.2,318,p,51.59,3.0,-
174,10,bpbpbppbp,226,b,54.42,226,b,57.28,2.4,41.2
175,10,bpbpbpppb,265,b,51.7,265,p,57.16,5.4,66.7
176,10,bpbpbpppp,253,b,52.57,253,p,55.33,2.9,16.7
177,10,bpbppbbbb,275,p,52.36,275,p,81.84,2.6,81.8
178,10,bpbppbbbp,287,b,54.01,287,p,56.64,6.0,33.3
179,10,bpbppbbpb,282,p,53.19,282,p,72.46,3.6,-
180,10,bpbppbbpp,260,b,54.23,260,b,64.13,2.7,66.7
181,10,bpbppbpbb,252,p,51.98,252,p,69.53,4.2,40.0
182,10,bpbppbpbp,257,b,50.97,257,b,51.25,3.8,54.5
183,10,bpbppbppb,249,b,55.82,249,b,63.23,2.1,-
184,10,bpbppbppp,247,b,55.06,247,p,57.78,4.4,50.0
185,10,bpbpppbbb,264,b,57.2,264,b,69.47,4.4,64.7
186,10,bpbpppbbp,283,b,52.65,283,b,51.16,6.5,0.0
187,10,bpbpppbpb,248,b,53.63,248,p,59.83,3.8,0.0
188,10,bpbpppbpp,229,p,50.22,229,p,52.28,3.1,50.0
189,10,bpbppppbb,271,b,50.18,271,b,56.82,3.9,50.0
190,10,bpbppppbp,252,b,51.19,252,p,52.53,5.5,64.7
191,10,bpbpppppb,256,b,50.39,256,b,61.5,2.8,-
192,10,bpbpppppp,240,b,50.83,240,b,76.81,4.4,37.5
193,10,bppbbbbbb,291,b,53.95,291,p,64.96,4.3,-
194,10,bppbbbbbp,225,b,54.67,225,b,67.97,3.2,22.2
195,10,bppbbbbpb,273,b,55.31,273,p,76.67,3.6,-
196,10,bppbbbbpp,262,b,54.96,262,b,61.2,6.8,66.7
197,10,bppbbbpbb,285,b,51.58,285,b,64.23,3.7,-
198,10,bppbbbpbp,264,b,55.68,264,b,54.1,4.8,73.3
199,10,bppbbbppb,234,b,50.85,234,b,64.3,4.0,66.7
200,10,bppbbbppp,233,b,52.36,233,b,55.66,5.6,58.3
201,10,bppbbpbbb,267,p,50.94,267,p,61.15,3.5,50.0
202,10,bppbbpbbp,273,b,57.14,273,p,53.42,3.1,100.0
203,10,bppbbpbpb,268,b,51.87,268,p,79.58,4.6,37.5
204,10,bppbbpbpp,266,b,51.88,266,b,51.81,4.5,66.7
205,10,bppbbppbb,272,p,53.68,272,p,52.79,3.8,28.6
206,10,bppbbppbp,271,b,53.87,271,b,53.65,4.4,90.9
207,10,bppbbpppb,278,b,51.44,278,p,53.3,5.1,100.0
208,10,bppbbpppp,240,b,51.25,240,p,61.94,6.6,40.0
209,10,bppbpbbbb,248,b,52.42,248,b,64.39,3.2,83.3
210,10,bppbpbbbp,288,b,53.47,288,p,58.71,4.5,-
211,10,bppbpbbpb,294,b,50,294,b,68.35,4.5,-
212,10,bppbpbbpp,241,p,52.7,241,b,73.58,1.8,28.6
213,10,bppbpbpbb,261,b,53.64,261,b,78.32,4.5,75.0
214,10,bppbpbpbp,254,p,50.39,254,b,59.22,3.6,37.5
215,10,bppbpbppb,293,p,50.85,293,p,57.36,5.3,-
216,10,bppbpbppp,238,p,51.26,238,p,61.05,3.6,66.7
217,10,bppbppbbb,253,b,52.57,253,b,60.93,4.3,62.5
218,10,bppbppbbp,275,b,52.36,275,b,63.99,4.6,-
219,10,bppbppbpb,270,p,50.37,270,p,62.3,3.6,-
220,10,bppbppbpp,227,b,51.98,227,p,53.69,4.4,70.0
221,10,bppbpppbb,252,b,58.73,252,b,80.27,5.8,50.0
222,10,bppbpppbp,245,p,55.1,245,p,55.09,3.8,60.0
223,10,bppbppppb,233,b,55.79,233,p,58.65,4.4,-
224,10,bppbppppp,220,p,55,220,p,57.99,4.3,78.6
225,10,bpppbbbbb,249,p,51.41,249,b,53.29,5.2,37.5
226,10,bpppbbbbp,254,p,53.15,254,b,57.89,6.2,11.1
227,10,bpppbbbpb,248,b,52.42,248,p,63.76,6.3,55.6
228,10,bpppbbbpp,258,b,51.55,258,p,83.16,3.3,-
229,10,bpppbbpbb,268,b,51.49,268,p,61.44,5.0,-
230,10,bpppbbpbp,281,b,53.38,281,p,59.15,7.7,54.5
231,10,bpppbbppb,247,b,54.66,247,b,57.02,5.0,81.8
232,10,bpppbbppp,251,p,51.79,251,p,62.61,2.7,100.0
233,10,bpppbpbbb,261,p,51.72,261,p,52.14,5.6,76.5
234,10,bpppbpbbp,266,b,51.5,266,p,62.64,3.3,100.0
235,10,bpppbpbpb,255,p,54.9,255,p,70.28,3.2,-
236,10,bpppbpbpp,238,p,52.1,238,b,75.36,5.0,42.9
237,10,bpppbppbb,238,b,50.84,238,p,72.04,6.1,66.7
238,10,bpppbppbp,242,b,52.48,242,p,60.71,2.6,33.3
239,10,bpppbpppb,258,p,53.49,258,b,61.71,4.8,-
240,10,bpppbpppp,242,p,50,242,p,70.21,3.1,63.2
241,10,bppppbbbb,249,b,51,249,p,53.81,6.0,28.6
242,10,bppppbbbp,237,b,51.48,237,b,58.61,2.5,75.0
243,10,bppppbbpb,273,b,50.92,273,b,57.26,5.2,50.0
244,10,bppppbbpp,256,b,52.34,256,b,53.28,4.5,21.4
245,10,bppppbpbb,274,b,54.01,274,b,50.85,5.8,0.0
246,10,bppppbpbp,254,b,54.72,254,b,56.73,4.0,50.0
247,10,bppppbppb,255,p,51.37,255,p,60.45,4.0,30.8
248,10,bppppbppp,252,p,51.98,252,p,84.77,8.7,20.0
249,10,bpppppbbb,233,p,53.22,233,p,62.2,2.9,30.8
250,10,bpppppbbp,256,p,50.78,256,p,57.22,4.2,-
251,10,bpppppbpb,243,b,58.02,243,p,52.36,1.5,-
252,10,bpppppbpp,237,p,52.74,237,p,69.49,5.5,50.0
253,10,bppppppbb,232,b,52.59,232,p,58.27,4.1,44.4
254,10,bppppppbp,226,b,56.19,226,b,54.24,3.1,50.0
255,10,bpppppppb,241,b,53.94,241,b,75.98,3.0,100.0
256,10,bpppppppp,232,p,51.72,232,p,65.79,5.6,50.0
257,10,pbbbbbbbb,290,b,53.79,290,b,58.88,5.4,40.0
258,10,pbbbbbbbp,289,b,52.25,289,p,56.86,2.7,100.0
259,10,pbbbbbbpb,251,b,54.18,251,p,71.53,5.1,76.5
260,10,pbbbbbbpp,268,p,53.36,268,b,51.03,5.5,-
261,10,pbbbbbpbb,253,p,50.59,253,b,56.04,3.0,-
262,10,pbbbbbpbp,238,p,55.04,238,b,61.87,4.4,44.4
263,10,pbbbbbppb,238,b,51.68,238,b,68.45,3.2,42.9
264,10,pbbbbbppp,261,b,54.41,261,b,58.1,4.3,-
265,10,pbbbbpbbb,266,p,51.13,266,p,56.32,5.0,37.5
266,10,pbbbbpbbp,289,b,53.63,289,b,50.52,5.1,-
267,10,pbbbbpbpb,261,b,50.57,261,b,65.75,5.1,23.1
268,10,pbbbbpbpp,272,p,51.47,272,p,65.35,4.9,100.0
269,10,pbbbbppbb,255,p,53.33,255,p,64.38,4.7,80.0
270,10,pbbbbppbp,278,b,52.88,278,p,60.22,7.1,-
271,10,pbbbbpppb,241,p,50.21,241,p,62.16,3.0,-
272,10,pbbbbpppp,237,b,52.74,237,b,74.22,2.7,55.6
273,10,pbbbpbbbb,279,b,50.54,279,b,52.87,3.8,41.2
274,10,pbbbpbbbp,291,b,52.92,291,b,62.72,3.7,50.0
275,10,pbbbpbbpb,296,b,50.68,296,b,59.15,6.2,-
276,10,pbbbpbbpp,283,b,52.3,283,b,51.92,3.5,36.8
277,10,pbbbpbpbb,268,b,52.61,268,b,55.73,4.4,46.7
278,10,pbbbpbpbp,285,b,52.98,285,b,64.78,5.7,100.0
279,10,pbbbpbppb,235,b,51.91,235,b,73.66,3.2,41.7
280,10,pbbbpbppp,247,p,50.61,247,p,57.92,5.2,0.0
281,10,pbbbppbbb,262,b,51.91,262,p,55.46,4.5,-
282,10,pbbbppbbp,239,b,50.63,239,b,50.7,5.1,22.2
283,10,pbbbppbpb,282,b,51.77,282,p,77.77,4.2,-
284,10,pbbbppbpp,255,b,57.25,255,b,61.75,2.7,45.5
285,10,pbbbpppbb,239,p,53.14,239,b,75.57,4.8,54.5
286,10,pbbbpppbp,250,p,52.4,250,p,55.22,6.9,-
287,10,pbbbppppb,274,b,50.73,274,b,65.48,4.0,100.0
288,10,pbbbppppp,222,b,57.21,222,b,51.83,2.8,50.0
289,10,pbbpbbbbb,244,p,50,244,p,63.87,4.6,42.1
290,10,pbbpbbbbp,310,b,51.29,310,p,68.3,4.5,-
291,10,pbbpbbbpb,287,b,55.05,287,p,57.11,1.7,-
292,10,pbbpbbbpp,256,b,55.47,256,p,53.07,5.5,38.1
293,10,pbbpbbpbb,304,p,55.26,304,b,70.63,3.1,71.4
294,10,pbbpbbpbp,307,b,50.16,307,p,57.61,4.0,25.0
295,10,pbbpbbppb,254,b,51.97,254,p,54.78,6.5,54.5
296,10,pbbpbbppp,269,b,54.65,269,b,72.87,5.8,100.0
297,10,pbbpbpbbb,283,p,53,283,p,61.51,3.3,-
298,10,pbbpbpbbp,263,p,50.19,263,b,65.28,4.3,53.3
299,10,pbbpbpbpb,278,b,52.52,278,p,52.46,3.7,47.1
300,10,pbbpbpbpp,284,b,50.35,284,p,86.55,3.6,-
301,10,pbbpbppbb,283,b,51.59,283,b,71.16,3.8,-
302,10,pbbpbppbp,265,b,52.08,265,b,66.64,4.7,80.0
303,10,pbbpbpppb,262,b,54.96,262,b,72,3.2,53.8
304,10,pbbpbpppp,279,b,50.18,279,p,54.6,5.0,-
305,10,pbbppbbbb,269,p,50.93,269,p,58.08,5.5,50.0
306,10,pbbppbbbp,270,b,55.93,270,b,86.18,3.7,20.0
307,10,pbbppbbpb,279,b,55.56,279,p,60.31,2.4,0.0
308,10,pbbppbbpp,268,b,50.75,268,p,64.48,4.9,42.9
309,10,pbbppbpbb,272,b,50.37,272,b,75.65,4.0,100.0
310,10,pbbppbpbp,256,p,51.17,256,p,55.76,5.2,19.0
311,10,pbbppbppb,250,p,50,250,b,60.79,5.0,33.3
312,10,pbbppbppp,263,p,56.65,263,b,52.13,4.1,-
313,10,pbbpppbbb,246,p,57.32,246,p,55.78,3.7,68.8
314,10,pbbpppbbp,278,b,53.96,278,b,53.12,5.2,-
315,10,pbbpppbpb,297,b,54.21,297,b,76.21,4.2,-
316,10,pbbpppbpp,248,b,52.82,248,b,62.09,3.5,47.4
317,10,pbbppppbb,234,p,55.56,234,p,75.83,4.5,54.5
318,10,pbbppppbp,285,b,51.23,285,b,51.98,5.7,-
319,10,pbbpppppb,232,p,52.16,232,p,50.5,3.2,33.3
320,10,pbbpppppp,231,b,50.65,231,b,69.43,4.0,62.5
321,10,pbpbbbbbb,282,b,51.06,282,p,60.25,3.9,-
322,10,pbpbbbbbp,275,p,53.82,275,p,54.36,5.2,33.3
323,10,pbpbbbbpb,271,b,51.29,271,b,58.02,4.9,-
324,10,pbpbbbbpp,228,b,51.32,228,b,73.73,2.3,55.6
325,10,pbpbbbpbb,307,p,53.09,307,p,50.34,6.1,-
326,10,pbpbbbpbp,269,b,50.56,269,b,66.68,4.3,22.2
327,10,pbpbbbppb,288,p,53.47,288,p,50.29,6.0,-
328,10,pbpbbbppp,249,p,50.6,249,b,55.31,3.9,16.7
329,10,pbpbbpbbb,268,b,53.36,268,b,66.9,3.6,55.0
330,10,pbpbbpbbp,290,b,54.14,290,b,60.05,4.3,100.0
331,10,pbpbbpbpb,249,b,50.2,249,b,62.8,4.1,44.4
332,10,pbpbbpbpp,272,p,50.37,272,b,50.81,2.0,-
333,10,pbpbbppbb,265,p,53.58,265,b,57.88,3.0,-
334,10,pbpbbppbp,249,b,50.6,249,b,53.55,3.3,33.3
335,10,pbpbbpppb,289,b,50.17,289,b,68.32,3.1,100.0
336,10,pbpbbpppp,234,b,53.85,234,p,56.94,3.5,50.0
337,10,pbpbpbbbb,278,b,53.96,278,p,59.17,4.7,72.7
338,10,pbpbpbbbp,282,b,52.13,282,b,62.45,5.8,50.0
339,10,pbpbpbbpb,258,b,57.75,258,b,60.53,1.9,0.0
340,10,pbpbpbbpp,265,p,50.94,265,p,70.61,3.5,46.7
341,10,pbpbpbpbb,280,p,51.43,280,b,63.57,4.6,-
342,10,pbpbpbpbp,239,p,51.05,239,b,62.75,4.0,41.7
343,10,pbpbpbppb,275,b,60.36,275,b,81.09,3.1,100.0
344,10,pbpbpbppp,250,p,51.2,250,p,51.47,3.3,63.6
345,10,pbpbppbbb,279,p,52.69,279,p,73.94,3.8,25.0
346,10,pbpbppbbp,284,b,51.76,284,b,58.76,3.6,-
347,10,pbpbppbpb,248,b,50.4,248,p,58.63,4.1,-
348,10,pbpbppbpp,240,b,51.67,240,p,74.28,4.1,30.0
349,10,pbpbpppbb,265,p,54.72,265,p,76.51,4.6,-
350,10,pbpbpppbp,236,b,51.27,236,b,63.43,3.7,66.7
351,10,pbpbppppb,256,b,53.91,256,p,55.01,4.3,0.0
352,10,pbpbppppp,230,p,53.48,230,p,85.73,1.8,66.7
353,10,pbppbbbbb,253,b,55.73,253,b,71.29,2.8,57.1
354,10,pbppbbbbp,272,b,50.74,272,p,57.61,4.1,-
355,10,pbppbbbpb,264,b,51.89,264,b,68.37,4.1,-
356,10,pbppbbbpp,239,b,51.05,239,p,67.46,5.9,64.3
357,10,pbppbbpbb,265,b,52.45,265,p,69.44,3.1,0.0
358,10,pbppbbpbp,291,b,51.89,291,b,55.06,5.9,33.3
359,10,pbppbbppb,282,b,51.06,282,p,71.19,4.9,57.1
360,10,pbppbbppp,244,p,50.41,244,p,50.97,4.2,54.5
361,10,pbppbpbbb,241,b,53.11,241,b,74.32,2.8,36.4
362,10,pbppbpbbp,259,b,53.67,259,b,69.75,4.1,100.0
363,10,pbppbpbpb,257,b,52.92,257,p,51.34,3.3,54.5
364,10,pbppbpbpp,273,b,52.01,273,b,74.54,3.9,100.0
365,10,pbppbppbb,265,p,52.08,265,p,51.28,2.6,-
366,10,pbppbppbp,228,b,55.26,228,p,54.49,4.2,46.7
367,10,pbppbpppb,262,b,51.53,262,b,67.85,3.8,-
368,10,pbppbpppp,211,b,54.98,211,b,51.57,5.2,52.9
369,10,pbpppbbbb,288,b,50.69,288,p,63.27,6.7,100.0
370,10,pbpppbbbp,246,b,51.22,246,b,77.93,4.3,44.4
371,10,pbpppbbpb,264,p,53.79,264,p,56.34,6.0,-
372,10,pbpppbbpp,249,p,50.6,249,b,64.85,4.5,33.3
373,10,pbpppbpbb,246,b,50.81,246,b,65.38,3.9,100.0
374,10,pbpppbpbp,236,p,50,236,p,71.43,4.4,22.2
375,10,pbpppbppb,240,b,52.92,240,b,73.65,3.7,55.6
376,10,pbpppbppp,246,b,55.69,246,b,62.4,4.1,-
377,10,pbppppbbb,265,b,52.83,265,b,64.81,5.2,33.3
378,10,pbppppbbp,259,b,54.44,259,b,59.58,3.5,71.4
379,10,pbppppbpb,252,b,53.17,252,b,66.14,4.3,-
380,10,pbppppbpp,230,b,50.43,230,p,73.15,7.1,44.4
