window_size,csv_prefix,grid_string_id,string_length,grid_string,full_chunk,suffix
10,bbpbbbpbb,330,53,bbpbbbpbbbbbpppbpbpbppbpbpbbbbppbbpbbbbpbbbbbpbppppbb,bbpbbbpbbb,b
10,bbpbbbpbb,440,36,bbpbbbpbbpbbbpbbbbpbpbbbppbpbppbpbbp,bbpbbbpbbp,p
10,bbpbbbpbb,550,56,bbpbbbpbbbbbbbppbppbbppppbpppbppbbbbpbbpbbbbbbpppppppbbb,bbpbbbpbbb,b
10,bbpbbbpbb,1836,39,bbpbbbpbbbppbpbbbbbbbbbpbpbpppbpbpbbbbp,bbpbbbpbbb,b
10,bbpbbbpbb,2047,54,bbpbbbpbbpbpbbbbbppbbbbppbppbbpppbbbpppbpbbbbbbbpbbpbp,bbpbbbpbbp,p
10,bbpbbbpbb,2761,44,bbpbbbpbbbbbbpppbbpbppppppbbpppbpbbpbbbbbbpp,bbpbbbpbbb,b
10,bbpbbbpbb,3184,65,bbpbbbpbbppppbppppppbbpbpbpbbbbppbpbpbppbpbpbpbppbppbbbbppbpbbbpb,bbpbbbpbbp,p
10,bbpbbbpbb,3751,51,bbpbbbpbbpppbbpppppbppppppbbbbppbbbbbpbppppbbbpbppp,bbpbbbpbbp,p
10,bbpbbbpbb,4482,60,bbpbbbpbbbpbpbbpppbbbbbbppbppppbbbppbpbpbbpbpbpbpbppbbbpppbp,bbpbbbpbbb,b
10,bbpbbbpbb,4760,50,bbpbbbpbbbpbpppbbppbppbpbpbbbbppbpbbpppbpbbppppppb,bbpbbbpbbb,b
10,bbpbbbpbb,5315,40,bbpbbbpbbpppbppbppbbbbppbbbpbppbpbpppppp,bbpbbbpbbp,p
10,bbpbbbpbp,125,20,bbpbbbpbpbbbpppbbpbb,bbpbbbpbpb,b
10,bbpbbbpbp,653,39,bbpbbbpbppbbbpppppbppppppbbbbbbbbbbbbbp,bbpbbbpbpp,p
10,bbpbbbpbp,847,36,bbpbbbpbpbpppppbbpppppbpbpbpbppbbpbp,bbpbbbpbpb,b
10,bbpbbbpbp,1637,47,bbpbbbpbppbbbbbpbbpppbbppbppppbpppbppbbbbbppppp,bbpbbbpbpp,p
10,bbpbbbpbp,1653,57,bbpbbbpbppppbbppbpbppbbbbpbbbpppbppbppppbbpbppbpppbbpppbb,bbpbbbpbpp,p
10,bbpbbbpbp,1758,63,bbpbbbpbppbbpbpbbppbbppppbpbpppppppbbbppbpbpbpbbbbpbbpppbpbbbbb,bbpbbbpbpp,p
10,bbpbbbpbp,1844,62,bbpbbbpbpbpppbpbbbpbpppppbbbpbbbpbpppbppbpbpppbbbbppbbpppbppbb,bbpbbbpbpb,b
10,bbpbbbpbp,2920,44,bbpbbbpbppbpbppbbppppbbbbppppbbppbbpbppbbppp,bbpbbbpbpp,p
10,bbpbbbpbp,4483,53,bbpbbbpbppppbppppbbbppbpbbpppbbpppbbbbbpbbbpbbppbbbpb,bbpbbbpbpp,p
10,bbpbbbpbp,5054,63,bbpbbbpbpbbppbpbbppppbpbpbppbpbpbbppbbppbbpbpbppbpppbppbpbppppb,bbpbbbpbpb,b
10,bbpbbbpbp,5182,43,bbpbbbpbppbpbpbbbbpppppbpbbpbbbppbpbbbpbppb,bbpbbbpbpp,p
10,bbpbbbppp,320,53,bbpbbbppppbbbbpppbppbbpbppbbbpbbpbbpbbpbpbpppbbbbpbpb,bbpbbbpppp,p
10,bbpbbbppp,674,45,bbpbbbppppbbbpppbpppppbpbpbbbbbbbbbbpbbbpppbp,bbpbbbpppp,p
10,bbpbbbppp,1298,57,bbpbbbpppppbbppbbppppbbbpppbppppbpppppppbbpbpbbppbbbbbbbp,bbpbbbpppp,p
10,bbpbbbppp,1987,44,bbpbbbppppbbbpbbpppppbbbpbppppbpbbppbpppbppb,bbpbbbpppp,p
10,bbpbbbppp,2347,53,bbpbbbpppbpppbbpppbbpbbbpbbbpppbbbppppbppbbppppbppppp,bbpbbbpppb,b
10,bbpbbbppp,2432,50,bbpbbbppppppbpbpbppbpbbbpppppbpbbbbbbbbppbbpbpbppp,bbpbbbpppp,p
10,bbpbbbppp,4100,64,bbpbbbppppbppppbbppbbbbbpbbpbpppbbbbpbpbbpbbbpbbpbbbbpppbppbpbbp,bbpbbbpppp,p
10,bbpbbbppp,4162,63,bbpbbbppppbpppbppbpbbbpbpppbbppppppbpppbpbbbbppbppppppbbpbpppbp,bbpbbbpppp,p
10,bbpbbbppp,4916,32,bbpbbbppppbppbpbpppbppbbpppppppp,bbpbbbpppp,p
10,bbpbbbppp,5115,63,bbpbbbppppbpbbbbbbpbpbbbppbppbbbbpbbbpbpbppppbbbppbbbpbppppbbbp,bbpbbbpppp,p
10,bbpbbbppp,5508,51,bbpbbbppppbbpbbpbpbbbbbpppbbpbbbpppbpbpppbbppbppppp,bbpbbbpppp,p
10,bbpbbbppp,5536,41,bbpbbbpppbbbpbbpbbbpbbbbppbppppppbbbpppbp,bbpbbbpppb,b
10,bbpbpbbbb,386,56,bbpbpbbbbbpbpbppbpbpppppbpbbbpbppbbpbppbppbpppbppbbpppbb,bbpbpbbbbb,b
10,bbpbpbbbb,840,59,bbpbpbbbbpbbbbppbpbpbbbbppbbbbppppppbppbpbppbppbbppppppbbpb,bbpbpbbbbp,p
10,bbpbpbbbb,1073,40,bbpbpbbbbppbbpbbpbbbbpbpppbppbpbbpbbbbpp,bbpbpbbbbp,p
10,bbpbpbbbb,1130,42,bbpbpbbbbbbpbbppbbbpppbpbpbbbbppbbpbbppbpp,bbpbpbbbbb,b
10,bbpbpbbbb,1179,40,bbpbpbbbbpbbpbpbbpbpbbbbbbbbpppbbbbbpppb,bbpbpbbbbp,p
10,bbpbpbbbb,1569,41,bbpbpbbbbpbppbppbbbbbpbpbpbbpbbpbppbpbbpb,bbpbpbbbbp,p
10,bbpbpbbbb,1598,40,bbpbpbbbbppbpbpbppppbbbpppbbbbbbpbbpppbp,bbpbpbbbbp,p
10,bbpbpbbbb,2280,50,bbpbpbbbbpbbbbbppbbbppbpbbpppbpbbppbbbbbpbpppbbbpp,bbpbpbbbbp,p
10,bbpbpbbbb,3424,36,bbpbpbbbbbppbbpppbpbbbpbpbpbbbpbbpbb,bbpbpbbbbb,b
10,bbpbpbbbb,3554,58,bbpbpbbbbpbbpbbbbppppppbbbppbppbpbpbpppbpppppbppppbppbbbpp,bbpbpbbbbp,p
10,bbpbpbbbb,3644,48,bbpbpbbbbbpbbpbpbpppbbbbbpbppbpppbbppbppbppbbpbb,bbpbpbbbbb,b
10,bbpbpbbbb,4545,58,bbpbpbbbbbbpbbbbbbppppbbbppbbbpbbppbbbbbppppbpbbppbpppbbbb,bbpbpbbbbb,b
10,bbpbpbbbb,4583,69,bbpbpbbbbbpppppppbbbpbpbbpbbpbbbbpbbpppppbbbppbpppppbpbppbpbbbbbpbpbb,bbpbpbbbbb,b
10,bbpbpbbbb,4619,49,bbpbpbbbbpbppbbbpbbppppbpbbppppbbpbbpbpbppbpbbppb,bbpbpbbbbp,p
10,bbpbpbbbb,5056,53,bbpbpbbbbbpbbpbppbpbbpbbpbppbbbpbpbpbbpppbbbbpbpppbbp,bbpbpbbbbb,b
10,bbpbpbbbp,501,43,bbpbpbbbppbbbbpbpbbppbbbbpbppppppbbbbpppbbb,bbpbpbbbpp,p
10,bbpbpbbbp,714,49,bbpbpbbbppbpppbpbbbbbbppbppbbpbbpbppbpppbbpbppbbb,bbpbpbbbpp,p
10,bbpbpbbbp,2150,41,bbpbpbbbppbppbpbpbbpbpbbbbpbbbbpbbbpbppbb,bbpbpbbbpp,p
10,bbpbpbbbp,2250,43,bbpbpbbbpbbpppbbpppbpbbbbpbbpbpbpbpbpppbppp,bbpbpbbbpb,b
10,bbpbpbbbp,2533,57,bbpbpbbbpppppbbbppbpbpbbbbbbbbpbbpbpbbbbbbpbpbbbppppbpbpb,bbpbpbbbpp,p
10,bbpbpbbbp,2571,56,bbpbpbbbppbppbbbbbpbpbbpbbbbpbpbbpbpbbbbpbbpppbpbbbpbpbb,bbpbpbbbpp,p
10,bbpbpbbbp,3220,46,bbpbpbbbppbpbbbppbpbpbpppbbpbppbpppppppppbpbbp,bbpbpbbbpp,p
10,bbpbpbbbp,4050,61,bbpbpbbbpbpbppbbbbpbbpppbbpbbpbbbbbpbbbpppppbbbppbppbbbpbbbbb,bbpbpbbbpb,b
10,bbpbpbbbp,4974,50,bbpbpbbbpbbpppbbbbbbppbpbpbbbpbbpppbpbbpbppbpbpbbp,bbpbpbbbpb,b
10,bbpbpbbbp,5088,54,bbpbpbbbpbbpbbbppppppbpppbbppbbppbbbpbppbbppppbppbpbbb,bbpbpbbbpb,b
10,bbpbpbbbp,5189,32,bbpbpbbbppppbppbpbbbbppbbbpbpppb,bbpbpbbbpp,p
10,bbpbpbbbp,5312,42,bbpbpbbbpbbbbpbbbppbpppppbpbbpppppbbpbpbbp,bbpbpbbbpb,b
10,bbpbpbbbp,5361,49,bbpbpbbbpbbpbppbpbbbpppbbbppppppbbbbppppbbppbpppp,bbpbpbbbpb,b
10,bbpbpbpbb,267,25,bbpbpbpbbbbbbbbbbbpbpbbbp,bbpbpbpbbb,b
10,bbpbpbpbb,273,58,bbpbpbpbbpppppbpppbpbbbpbpppbbbpbbbpbpbpppbbbpppbpbpbbppbb,bbpbpbpbbp,p
10,bbpbpbpbb,302,28,bbpbpbpbbpbpbbbpbbpbbpbbpbbb,bbpbpbpbbp,p
10,bbpbpbpbb,348,30,bbpbpbpbbbbppbbbbbbpbbbpbbbpbb,bbpbpbpbbb,b
10,bbpbpbpbb,934,63,bbpbpbpbbpbbpbppbpbbpbpppppbbpbpbbppppbbpbbpbbpbbbbbpppbbpbpbpp,bbpbpbpbbp,p
10,bbpbpbpbb,1347,61,bbpbpbpbbppppppbpbpbpbbpbpppbbbpbpbbbbppbbbbpbbbbppbpbpbbbbbb,bbpbpbpbbp,p
10,bbpbpbpbb,2012,64,bbpbpbpbbbpbbbbpbpbbpppppbbbpbpppppppbbbbbbbbbpbbpppbppbppbbpppp,bbpbpbpbbb,b
10,bbpbpbpbb,2549,48,bbpbpbpbbppbbppbpbbbpppppbbbbpbppbbppbbppbbppppb,bbpbpbpbbp,p
10,bbpbpbpbb,2822,50,bbpbpbpbbbpbbpppbbbpppppbbpbpbbpppbpbppbppbbbbbbpp,bbpbpbpbbb,b
10,bbpbpbpbb,2915,52,bbpbpbpbbbbpppppbpbbpppbbpbpbbpbbppppbbpbbbbbpbbpbpb,bbpbpbpbbb,b
10,bbpbpbpbb,3310,54,bbpbpbpbbppppbbbppbbppppbbpbbpbppbpbbppbpbppbbpbppbpbb,bbpbpbpbbp,p
10,bbpbpbpbb,3829,42,bbpbpbpbbbpbppbbppbbpppbppppbpbbpbbbbppppb,bbpbpbpbbb,b
10,bbpbpbpbb,4087,52,bbpbpbpbbbbbppbbbppbppbppbbppppbpbbbbbbppbbpbbpppbbb,bbpbpbpbbb,b
10,bbpbpbpbb,4855,54,bbpbpbpbbpppbbpbpbpppbbbbbppppbbbbbpbpppbbpbpbppbppbbp,bbpbpbpbbp,p
10,bbpbpbpbp,593,54,bbpbpbpbpbpppbbbbpbpbpbpppppbpbbbbpbpbbbbbbbppppbbbppb,bbpbpbpbpb,b
10,bbpbpbpbp,668,53,bbpbpbpbpbpppbbppbpppppbpbbbppbpbpbppppppbpbpbpbbbbpp,bbpbpbpbpb,b
10,bbpbpbpbp,982,59,bbpbpbpbppppbpbbpbpbbppppbbpppbbbppbbppppbppbbbbpbbpbbpbbbb,bbpbpbpbpp,p
10,bbpbpbpbp,2055,61,bbpbpbpbpbbbpbbbbppppbpbppbppppbbpppbpbbpppppbpppbbpbbppbbbbp,bbpbpbpbpb,b
10,bbpbpbpbp,2108,48,bbpbpbpbpbbbpbbbbpppbppbpbpbppbbbpbppbbbbppppbbb,bbpbpbpbpb,b
10,bbpbpbpbp,2168,61,bbpbpbpbpbpppppbpbbbbpbbpbbpbpbbppppbbppbbppppppbppbppbbbbbpb,bbpbpbpbpb,b
10,bbpbpbpbp,2237,46,bbpbpbpbppbpbppbpbbbpbbbpbbppppbpbbpbbpbpppbbp,bbpbpbpbpp,p
10,bbpbpbpbp,2304,43,bbpbpbpbppbbpppbbpppppbpbpbppbpbbbpbbpbbpbp,bbpbpbpbpp,p
10,bbpbpbpbp,2393,62,bbpbpbpbppbppbbppbbbbpbpppppbpbpbbbpbbppbbpbppbbbbbpbbpppbbbbp,bbpbpbpbpp,p
10,bbpbpbpbp,3077,44,bbpbpbpbpppbppbbbbbbpbppbbbpbbppbpbbbpbbbppb,bbpbpbpbpp,p
10,bbpbpbpbp,3327,60,bbpbpbpbpbbbppbpbpbppbbbbpbbbpbbpbppbpppbppbbpbbpppbppbppbpp,bbpbpbpbpb,b
10,bbpbpbpbp,4142,36,bbpbpbpbppppbpbpbpppppbbppbbbpbbbpbp,bbpbpbpbpp,p
10,bbpbpbpbp,4715,55,bbpbpbpbppbbpbbbbppbbbppbbpbppppbbbppbppbbbpbbppbbbbbpp,bbpbpbpbpp,p
10,bbpbpbppp,1491,48,bbpbpbppppbpppbbppbpppppppbbbppbbpppbpbbbbpbpbbb,bbpbpbpppp,p
10,bbpbpbppp,1947,54,bbpbpbppppbbbbpbppbpbpbbbbbpbbbbppbpbbbppbpbbpppbpbppb,bbpbpbpppp,p
10,bbpbpbppp,2900,39,bbpbpbpppbpbpbbpbpbbppppbbppbbbbbpbpppp,bbpbpbpppb,b
10,bbpbpbppp,3243,55,bbpbpbpppbpppppbppppbpbbbpbpbpbppbbbpbppppbbpbpbbpbbbpp,bbpbpbpppb,b
10,bbpbpbppp,3559,56,bbpbpbpppbpbbbbppbppppppbpppbbppppppbpppppppbpbpppppbpbp,bbpbpbpppb,b
10,bbpbpbppp,4595,57,bbpbpbpppbbppbbpppbppbbbbbpbpppbbpbbppppbpbbpbbpbppbbpbbb,bbpbpbpppb,b
10,bbpbpbppp,4655,55,bbpbpbpppppbpbpppbppbpbpbbpbppbbppbpbppbbbbppbbppppppbb,bbpbpbpppp,p
10,bbpbpbppp,4952,55,bbpbpbpppppbpbpppbbbbpbpbppppbbpbbbpppppppbbppbbbbpppbp,bbpbpbpppp,p
10,bbpbpbppp,5430,53,bbpbpbpppbbbbbbbpppbbbbppbpbpbpbpbbppbpbbbpbbpbbbpbbp,bbpbpbpppb,b
10,bbpbpbppp,5454,54,bbpbpbppppbbpbppbpppbpbbbppbpbpbppppbppbpbpbpbppbpbbpp,bbpbpbpppp,p
10,bbpbpbppp,5552,48,bbpbpbppppbbppppbbpppbbpppppbpbbppbbpbpbbbbbppbp,bbpbpbpppp,p
10,bbpbpppbb,34,25,bbpbpppbbpbppbpbpppbbbbpb,bbpbpppbbp,p
10,bbpbpppbb,104,35,bbpbpppbbpbbbpbpbbbbppbbpbppbppbbbp,bbpbpppbbp,p
10,bbpbpppbb,1049,51,bbpbpppbbbpbpbbbpbpppppbpbbppbbbbbppbbppppbppbpbbbb,bbpbpppbbb,b
10,bbpbpppbb,1691,60,bbpbpppbbbbpppppbbppbbpbbpbpbbpbpbppbpbbbpbpbbbbbbbppbpbbbbb,bbpbpppbbb,b
10,bbpbpppbb,2475,45,bbpbpppbbppbpbbbbbpbbpbbbppbpbppbpbbpppbbbppp,bbpbpppbbp,p
10,bbpbpppbb,2974,54,bbpbpppbbppbbpppbppbbbpbbbbbbppppppbbpppppbbbpbbpppbpp,bbpbpppbbp,p
10,bbpbpppbb,3278,56,bbpbpppbbppppbppbpbbpbbpbbppbbpbpbpbbbbpbbbpbbbbbbbbbbbp,bbpbpppbbp,p
10,bbpbpppbb,3282,46,bbpbpppbbppbbpbpbbbbbpbppbpppbbbbbppppbppppbbp,bbpbpppbbp,p
10,bbpbpppbb,3719,45,bbpbpppbbppbbbpppbbbbpppbpbpbbbbpbpppbbbpbppb,bbpbpppbbp,p
10,bbpbpppbb,3857,46,bbpbpppbbpbpbbbpppbpbpppbppbppbppbbbppbbbbbpbb,bbpbpppbbp,p
10,bbpbpppbb,3888,61,bbpbpppbbbbbbbbbpbpbpbbpppbpppbpbpbbpbbppbpbbbbppppppbpbpbpbp,bbpbpppbbb,b
10,bbpbpppbb,4232,38,bbpbpppbbppbpbppppppbppbpbbbbppbpbbbbp,bbpbpppbbp,p
10,bbpbpppbb,4791,46,bbpbpppbbbpbbbpbpppbbpbbbbpppppbpbbbbbbbpppppp,bbpbpppbbb,b
10,bbpbpppbb,4805,45,bbpbpppbbpbbpbppbpbbppbppbppbppbbbpbpbppbbppb,bbpbpppbbp,p
10,bbpbpppbb,4877,53,bbpbpppbbppbpbbppbpbbppppppbppbbpppppbbpppppbppppppbb,bbpbpppbbp,p
10,bbpbpppbb,5526,57,bbpbpppbbbpbppbpppbpbbpppbppbpbppppbbppbbppbppppbbpbbpppp,bbpbpppbbb,b
10,bbpbpppbp,304,28,bbpbpppbpppbbbpbbbppbpbpbpbp,bbpbpppbpp,p
10,bbpbpppbp,792,55,bbpbpppbpbbpbppbbbbbpbbbbpppbbbbppbbppbbbbpbbbbppbbbpbb,bbpbpppbpb,b
10,bbpbpppbp,2240,49,bbpbpppbppbppbppbbbpbbpbbbbpppbppbbpbbpbpppbppbbp,bbpbpppbpp,p
10,bbpbpppbp,2324,46,bbpbpppbpbppbbppbbpbpppbbpbpbpbpbppppbbpbpbppp,bbpbpppbpb,b
10,bbpbpppbp,2914,53,bbpbpppbpppppbbppbpbpbbppppbpbppbbbbbbbbbppppppbbpppb,bbpbpppbpp,p
10,bbpbpppbp,3294,58,bbpbpppbpbpbbbbppbppbpbppbpbpppbbbbbpbbppbpbbbpbppppbbbbbp,bbpbpppbpb,b
10,bbpbpppbp,3911,35,bbpbpppbpbbppppbppbbpppbpbbppbbpbbb,bbpbpppbpb,b
10,bbpbpppbp,3967,50,bbpbpppbppppbpbpbbpppppbbbppppppbpbbbbppbbppbbpbbp,bbpbpppbpp,p
10,bbpbpppbp,4520,34,bbpbpppbpbpbppbpbbpbpbbpppbppbppbb,bbpbpppbpb,b
10,bbpbpppbp,4769,48,bbpbpppbppbbbppbbbbbbpbppbpbpbppbbpppbpbbbpbpbbp,bbpbpppbpp,p
10,bbpbpppbp,4983,51,bbpbpppbpbbbppbbbpppbbppbbpppbppbpppbbbbpbbbpppbpbb,bbpbpppbpb,b
10,bbpbpppbp,5036,58,bbpbpppbpbppbpbbppppbbbpbbbpbpbpppppbbbpppbbbbbpppbbppbpbp,bbpbpppbpb,b
10,bbpbpppbp,5200,48,bbpbpppbpbbbbppbpbbbbppbbppbbpbppbbbbbbbbppppbbb,bbpbpppbpb,b
10,bbpbppppb,1409,51,bbpbppppbpppbppppbpbpbpppbbpbpppbpbppbbbpbpppppbbpb,bbpbppppbp,p
10,bbpbppppb,1484,54,bbpbppppbpppbbpbpbbbbbbpbbbbpppbbbbbbpppbbbbpbbbpppbbb,bbpbppppbp,p
10,bbpbppppb,1861,45,bbpbppppbbpbbppbbpbbpbpppbbpbpbbpbppppppbbbbb,bbpbppppbb,b
10,bbpbppppb,2941,41,bbpbppppbpbppbpbpbpbpbpbbbppbpbpbbppbbppb,bbpbppppbp,p
10,bbpbppppb,4132,52,bbpbppppbpbpbbbbbppppbbbbbppbpppbbppbbpbpbbbpbbpbbpp,bbpbppppbp,p
