window_size,csv_prefix,grid_string_id,string_length,grid_string,full_chunk,suffix
10,bbpbbbpbp,1653,57,bbpbbbpbppppbbppbpbppbbbbpbbbpppbppbppppbbpbppbpppbbpppbb,bbpbbbpbpp,p
10,bbpbbbpbp,1758,63,bbpbbbpbppbbpbpbbppbbppppbpbpppppppbbbppbpbpbpbbbbpbbpppbpbbbbb,bbpbbbpbpp,p
10,bbpbbbpbp,1844,62,bbpbbbpbpbpppbpbbbpbpppppbbbpbbbpbpppbppbpbpppbbbbppbbpppbppbb,bbpbbbpbpb,b
10,bbpbbbpbp,2920,44,bbpbbbpbppbpbppbbppppbbbbppppbbppbbpbppbbppp,bbpbbbpbpp,p
10,bbpbbbpbp,4483,53,bbpbbbpbppppbppppbbbppbpbbpppbbpppbbbbbpbbbpbbppbbbpb,bbpbbbpbpp,p
10,bbpbbbpbp,5054,63,bbpbbbpbpbbppbpbbppppbpbpbppbpbpbbppbbppbbpbpbppbpppbppbpbppppb,bbpbbbpbpb,b
10,bbpbbbpbp,5182,43,bbpbbbpbppbpbpbbbbpppppbpbbpbbbppbpbbbpbppb,bbpbbbpbpp,p
10,bbpbbbppb,797,36,bbpbbbppbbpbbbppppbbbbpbbpppbbpbbbpb,bbpbbbppbb,b
10,bbpbbbppb,3301,56,bbpbbbppbpbbbppbpbppbppbppbppbbbbppbbbpbppppbbpppbbpbppp,bbpbbbppbp,p
10,bbpbbbppb,3627,55,bbpbbbppbbbpbbpbbbbbpbpbpbppbpbpbbbbpbbbbppppbbbppbpbbp,bbpbbbppbb,b
10,bbpbbbppb,4073,61,bbpbbbppbpbbpppbbbppppbbppppbbbbbbbpbpbbbbpbpbpppbpbbbbbbbpbb,bbpbbbppbp,p
10,bbpbbbppp,320,53,bbpbbbppppbbbbpppbppbbpbppbbbpbbpbbpbbpbpbpppbbbbpbpb,bbpbbbpppp,p
10,bbpbbbppp,674,45,bbpbbbppppbbbpppbpppppbpbpbbbbbbbbbbpbbbpppbp,bbpbbbpppp,p
10,bbpbbbppp,1298,57,bbpbbbpppppbbppbbppppbbbpppbppppbpppppppbbpbpbbppbbbbbbbp,bbpbbbpppp,p
10,bbpbbbppp,1987,44,bbpbbbppppbbbpbbpppppbbbpbppppbpbbppbpppbppb,bbpbbbpppp,p
10,bbpbbbppp,2347,53,bbpbbbpppbpppbbpppbbpbbbpbbbpppbbbppppbppbbppppbppppp,bbpbbbpppb,b
10,bbpbbbppp,2432,50,bbpbbbppppppbpbpbppbpbbbpppppbpbbbbbbbbppbbpbpbppp,bbpbbbpppp,p
10,bbpbbbppp,4100,64,bbpbbbppppbppppbbppbbbbbpbbpbpppbbbbpbpbbpbbbpbbpbbbbpppbppbpbbp,bbpbbbpppp,p
10,bbpbbbppp,4162,63,bbpbbbppppbpppbppbpbbbpbpppbbppppppbpppbpbbbbppbppppppbbpbpppbp,bbpbbbpppp,p
10,bbpbbbppp,4916,32,bbpbbbppppbppbpbpppbppbbpppppppp,bbpbbbpppp,p
10,bbpbbbppp,5115,63,bbpbbbppppbpbbbbbbpbpbbbppbppbbbbpbbbpbpbppppbbbppbbbpbppppbbbp,bbpbbbpppp,p
10,bbpbbbppp,5508,51,bbpbbbppppbbpbbpbpbbbbbpppbbpbbbpppbpbpppbbppbppppp,bbpbbbpppp,p
10,bbpbbbppp,5536,41,bbpbbbpppbbbpbbpbbbpbbbbppbppppppbbbpppbp,bbpbbbpppb,b
10,bbpbpbbbb,386,56,bbpbpbbbbbpbpbppbpbpppppbpbbbpbppbbpbppbppbpppbppbbpppbb,bbpbpbbbbb,b
10,bbpbpbbbb,840,59,bbpbpbbbbpbbbbppbpbpbbbbppbbbbppppppbppbpbppbppbbppppppbbpb,bbpbpbbbbp,p
10,bbpbpbbbb,1073,40,bbpbpbbbbppbbpbbpbbbbpbpppbppbpbbpbbbbpp,bbpbpbbbbp,p
10,bbpbpbbbb,1130,42,bbpbpbbbbbbpbbppbbbpppbpbpbbbbppbbpbbppbpp,bbpbpbbbbb,b
10,bbpbpbbbb,1179,40,bbpbpbbbbpbbpbpbbpbpbbbbbbbbpppbbbbbpppb,bbpbpbbbbp,p
10,bbpbpbbbb,1569,41,bbpbpbbbbpbppbppbbbbbpbpbpbbpbbpbppbpbbpb,bbpbpbbbbp,p
10,bbpbpbbbb,1598,40,bbpbpbbbbppbpbpbppppbbbpppbbbbbbpbbpppbp,bbpbpbbbbp,p
10,bbpbpbbbb,2280,50,bbpbpbbbbpbbbbbppbbbppbpbbpppbpbbppbbbbbpbpppbbbpp,bbpbpbbbbp,p
10,bbpbpbbbb,3424,36,bbpbpbbbbbppbbpppbpbbbpbpbpbbbpbbpbb,bbpbpbbbbb,b
10,bbpbpbbbb,3554,58,bbpbpbbbbpbbpbbbbppppppbbbppbppbpbpbpppbpppppbppppbppbbbpp,bbpbpbbbbp,p
10,bbpbpbbbb,3644,48,bbpbpbbbbbpbbpbpbpppbbbbbpbppbpppbbppbppbppbbpbb,bbpbpbbbbb,b
10,bbpbpbbbb,4545,58,bbpbpbbbbbbpbbbbbbppppbbbppbbbpbbppbbbbbppppbpbbppbpppbbbb,bbpbpbbbbb,b
10,bbpbpbbbb,4583,69,bbpbpbbbbbpppppppbbbpbpbbpbbpbbbbpbbpppppbbbppbpppppbpbppbpbbbbbpbpbb,bbpbpbbbbb,b
10,bbpbpbbbb,4619,49,bbpbpbbbbpbppbbbpbbppppbpbbppppbbpbbpbpbppbpbbppb,bbpbpbbbbp,p
10,bbpbpbbbb,5056,53,bbpbpbbbbbpbbpbppbpbbpbbpbppbbbpbpbpbbpppbbbbpbpppbbp,bbpbpbbbbb,b
10,bbpbpbbbp,501,43,bbpbpbbbppbbbbpbpbbppbbbbpbppppppbbbbpppbbb,bbpbpbbbpp,p
10,bbpbpbbbp,714,49,bbpbpbbbppbpppbpbbbbbbppbppbbpbbpbppbpppbbpbppbbb,bbpbpbbbpp,p
10,bbpbpbbbp,2150,41,bbpbpbbbppbppbpbpbbpbpbbbbpbbbbpbbbpbppbb,bbpbpbbbpp,p
10,bbpbpbbbp,2250,43,bbpbpbbbpbbpppbbpppbpbbbbpbbpbpbpbpbpppbppp,bbpbpbbbpb,b
10,bbpbpbbbp,2533,57,bbpbpbbbpppppbbbppbpbpbbbbbbbbpbbpbpbbbbbbpbpbbbppppbpbpb,bbpbpbbbpp,p
10,bbpbpbbbp,2571,56,bbpbpbbbppbppbbbbbpbpbbpbbbbpbpbbpbpbbbbpbbpppbpbbbpbpbb,bbpbpbbbpp,p
10,bbpbpbbbp,3220,46,bbpbpbbbppbpbbbppbpbpbpppbbpbppbpppppppppbpbbp,bbpbpbbbpp,p
10,bbpbpbbbp,4050,61,bbpbpbbbpbpbppbbbbpbbpppbbpbbpbbbbbpbbbpppppbbbppbppbbbpbbbbb,bbpbpbbbpb,b
10,bbpbpbbbp,4974,50,bbpbpbbbpbbpppbbbbbbppbpbpbbbpbbpppbpbbpbppbpbpbbp,bbpbpbbbpb,b
10,bbpbpbbbp,5088,54,bbpbpbbbpbbpbbbppppppbpppbbppbbppbbbpbppbbppppbppbpbbb,bbpbpbbbpb,b
10,bbpbpbbbp,5189,32,bbpbpbbbppppbppbpbbbbppbbbpbpppb,bbpbpbbbpp,p
10,bbpbpbbbp,5312,42,bbpbpbbbpbbbbpbbbppbpppppbpbbpppppbbpbpbbp,bbpbpbbbpb,b
10,bbpbpbbbp,5361,49,bbpbpbbbpbbpbppbpbbbpppbbbppppppbbbbppppbbppbpppp,bbpbpbbbpb,b
10,bbpbpbbpp,266,59,bbpbpbbpppbbppbppbppbpbbbpppbppppbbbppppbpbbppbppppppbpbbpb,bbpbpbbppp,p
10,bbpbpbbpp,946,46,bbpbpbbpppppbbpbbbbbbpbpbpppbbppbbpbbbpbbbbppp,bbpbpbbppp,p
10,bbpbpbbpp,1183,45,bbpbpbbpppbbpbbbbbbbpbbppppbppbpbpbpbpbbbbppb,bbpbpbbppp,p
10,bbpbpbbpp,2270,62,bbpbpbbppbbpbbbbpppbppppbbbpppppbbpppbbpbbpbpppbbpbpppppbbpbpp,bbpbpbbppb,b
10,bbpbpbbpp,3008,54,bbpbpbbppbpppppbpbbbpbpppbpppbpbpbbbbppbbppbbpbbppbpbb,bbpbpbbppb,b
10,bbpbpbbpp,3361,44,bbpbpbbppbbbbbpbbbpbbpbbbbppbppbbbpbbpbpbpbb,bbpbpbbppb,b
10,bbpbpbbpp,3578,63,bbpbpbbpppbpbppbppbbppbbpbpbpppbbppbppppbppbbbbbbpbbpbbpbbbbpbb,bbpbpbbppp,p
10,bbpbpbpbb,267,25,bbpbpbpbbbbbbbbbbbpbpbbbp,bbpbpbpbbb,b
10,bbpbpbpbb,273,58,bbpbpbpbbpppppbpppbpbbbpbpppbbbpbbbpbpbpppbbbpppbpbpbbppbb,bbpbpbpbbp,p
10,bbpbpbpbb,302,28,bbpbpbpbbpbpbbbpbbpbbpbbpbbb,bbpbpbpbbp,p
10,bbpbpbpbb,348,30,bbpbpbpbbbbppbbbbbbpbbbpbbbpbb,bbpbpbpbbb,b
10,bbpbpbpbb,934,63,bbpbpbpbbpbbpbppbpbbpbpppppbbpbpbbppppbbpbbpbbpbbbbbpppbbpbpbpp,bbpbpbpbbp,p
10,bbpbpbpbb,1347,61,bbpbpbpbbppppppbpbpbpbbpbpppbbbpbpbbbbppbbbbpbbbbppbpbpbbbbbb,bbpbpbpbbp,p
10,bbpbpbpbb,2012,64,bbpbpbpbbbpbbbbpbpbbpppppbbbpbpppppppbbbbbbbbbpbbpppbppbppbbpppp,bbpbpbpbbb,b
10,bbpbpbpbb,2549,48,bbpbpbpbbppbbppbpbbbpppppbbbbpbppbbppbbppbbppppb,bbpbpbpbbp,p
10,bbpbpbpbb,2822,50,bbpbpbpbbbpbbpppbbbpppppbbpbpbbpppbpbppbppbbbbbbpp,bbpbpbpbbb,b
10,bbpbpbpbb,2915,52,bbpbpbpbbbbpppppbpbbpppbbpbpbbpbbppppbbpbbbbbpbbpbpb,bbpbpbpbbb,b
10,bbpbpbpbb,3310,54,bbpbpbpbbppppbbbppbbppppbbpbbpbppbpbbppbpbppbbpbppbpbb,bbpbpbpbbp,p
10,bbpbpbpbb,3829,42,bbpbpbpbbbpbppbbppbbpppbppppbpbbpbbbbppppb,bbpbpbpbbb,b
10,bbpbpbpbb,4087,52,bbpbpbpbbbbbppbbbppbppbppbbppppbpbbbbbbppbbpbbpppbbb,bbpbpbpbbb,b
10,bbpbpbpbb,4855,54,bbpbpbpbbpppbbpbpbpppbbbbbppppbbbbbpbpppbbpbpbppbppbbp,bbpbpbpbbp,p
10,bbpbpbpbp,593,54,bbpbpbpbpbpppbbbbpbpbpbpppppbpbbbbpbpbbbbbbbppppbbbppb,bbpbpbpbpb,b
10,bbpbpbpbp,668,53,bbpbpbpbpbpppbbppbpppppbpbbbppbpbpbppppppbpbpbpbbbbpp,bbpbpbpbpb,b
10,bbpbpbpbp,982,59,bbpbpbpbppppbpbbpbpbbppppbbpppbbbppbbppppbppbbbbpbbpbbpbbbb,bbpbpbpbpp,p
10,bbpbpbpbp,2055,61,bbpbpbpbpbbbpbbbbppppbpbppbppppbbpppbpbbpppppbpppbbpbbppbbbbp,bbpbpbpbpb,b
10,bbpbpbpbp,2108,48,bbpbpbpbpbbbpbbbbpppbppbpbpbppbbbpbppbbbbppppbbb,bbpbpbpbpb,b
10,bbpbpbpbp,2168,61,bbpbpbpbpbpppppbpbbbbpbbpbbpbpbbppppbbppbbppppppbppbppbbbbbpb,bbpbpbpbpb,b
10,bbpbpbpbp,2237,46,bbpbpbpbppbpbppbpbbbpbbbpbbppppbpbbpbbpbpppbbp,bbpbpbpbpp,p
10,bbpbpbpbp,2304,43,bbpbpbpbppbbpppbbpppppbpbpbppbpbbbpbbpbbpbp,bbpbpbpbpp,p
10,bbpbpbpbp,2393,62,bbpbpbpbppbppbbppbbbbpbpppppbpbpbbbpbbppbbpbppbbbbbpbbpppbbbbp,bbpbpbpbpp,p
10,bbpbpbpbp,3077,44,bbpbpbpbpppbppbbbbbbpbppbbbpbbppbpbbbpbbbppb,bbpbpbpbpp,p
10,bbpbpbpbp,3327,60,bbpbpbpbpbbbppbpbpbppbbbbpbbbpbbpbppbpppbppbbpbbpppbppbppbpp,bbpbpbpbpb,b
10,bbpbpbpbp,4142,36,bbpbpbpbppppbpbpbpppppbbppbbbpbbbpbp,bbpbpbpbpp,p
10,bbpbpbpbp,4715,55,bbpbpbpbppbbpbbbbppbbbppbbpbppppbbbppbppbbbpbbppbbbbbpp,bbpbpbpbpp,p
10,bbpbpbppb,247,54,bbpbpbppbbpbbbbppbbbpbppbbbbbbbbbbpbppbbppppppbbbbbbbb,bbpbpbppbb,b
10,bbpbpbppb,763,34,bbpbpbppbbbppbbpppbpbppbpbbbppbbbp,bbpbpbppbb,b
10,bbpbpbppb,1373,57,bbpbpbppbbpppbpbpbbpbppbppbbppbbbpbbbpbpbbbppbppbbbbpbbpb,bbpbpbppbb,b
10,bbpbpbppb,1448,57,bbpbpbppbbppbpbppbppbbppbpbpbpppbbpbbpppbppppbbpbbbpbbbpb,bbpbpbppbb,b
10,bbpbpbppb,1630,42,bbpbpbppbbpbppppbbbpbbbpppbbpbbbpbpppbbbbb,bbpbpbppbb,b
10,bbpbpbppb,2083,50,bbpbpbppbpbppbbbbpbppbpbpbbbbbbbbppbbbpppbppbpbppp,bbpbpbppbp,p
10,bbpbpbppb,2308,56,bbpbpbppbppppbppppbbbbpbbppppbbbpppbppbpppbppbbbppbbpppb,bbpbpbppbp,p
10,bbpbpbppb,2401,60,bbpbpbppbbbbppppbbpppbbppbbbppbpbppbpppbbbpppbbbbbbpppppbbbp,bbpbpbppbb,b
10,bbpbpbppb,2977,54,bbpbpbppbbbbbppbppppppbppppbppbbbbpbpbpppbbppbpbbpbpbp,bbpbpbppbb,b
10,bbpbpbppb,3848,46,bbpbpbppbpbbpbpbbbppppbpbbpbbbbbpppbpbbbbbpppp,bbpbpbppbp,p
10,bbpbpbppb,4037,67,bbpbpbppbppbpbbppbpbppbpppbppbpbppppbpbbppbpbbbbbbppbbbbppbbppbbpbp,bbpbpbppbp,p
10,bbpbpbppb,4189,46,bbpbpbppbbbpbppbbpbpbppbpbbbbbpbbbpbpppbbpbbpb,bbpbpbppbb,b
10,bbpbpbppb,4664,38,bbpbpbppbbpbppbbppbpbppppbbpbppbbbpbpb,bbpbpbppbb,b
10,bbpbpbppb,4739,35,bbpbpbppbpbbppbppppppbpppbpbbpbppbb,bbpbpbppbp,p
10,bbpbpbppb,5055,41,bbpbpbppbppbbbpbppppbppppbbpbppbpbbbbppbb,bbpbpbppbp,p
10,bbpbpbppp,1491,48,bbpbpbppppbpppbbppbpppppppbbbppbbpppbpbbbbpbpbbb,bbpbpbpppp,p
10,bbpbpbppp,1947,54,bbpbpbppppbbbbpbppbpbpbbbbbpbbbbppbpbbbppbpbbpppbpbppb,bbpbpbpppp,p
10,bbpbpbppp,2900,39,bbpbpbpppbpbpbbpbpbbppppbbppbbbbbpbpppp,bbpbpbpppb,b
10,bbpbpbppp,3243,55,bbpbpbpppbpppppbppppbpbbbpbpbpbppbbbpbppppbbpbpbbpbbbpp,bbpbpbpppb,b
10,bbpbpbppp,3559,56,bbpbpbpppbpbbbbppbppppppbpppbbppppppbpppppppbpbpppppbpbp,bbpbpbpppb,b
10,bbpbpbppp,4595,57,bbpbpbpppbbppbbpppbppbbbbbpbpppbbpbbppppbpbbpbbpbppbbpbbb,bbpbpbpppb,b
10,bbpbpbppp,4655,55,bbpbpbpppppbpbpppbppbpbpbbpbppbbppbpbppbbbbppbbppppppbb,bbpbpbpppp,p
10,bbpbpbppp,4952,55,bbpbpbpppppbpbpppbbbbpbpbppppbbpbbbpppppppbbppbbbbpppbp,bbpbpbpppp,p
10,bbpbpbppp,5430,53,bbpbpbpppbbbbbbbpppbbbbppbpbpbpbpbbppbpbbbpbbpbbbpbbp,bbpbpbpppb,b
10,bbpbpbppp,5454,54,bbpbpbppppbbpbppbpppbpbbbppbpbpbppppbppbpbpbpbppbpbbpp,bbpbpbpppp,p
10,bbpbpbppp,5552,48,bbpbpbppppbbppppbbpppbbpppppbpbbppbbpbpbbbbbppbp,bbpbpbpppp,p
10,bbpbppbbb,223,55,bbpbppbbbbbbbpppbppbbppbbpbppppbpppppbppbbpbbpbbpbpppbp,bbpbppbbbb,b
10,bbpbppbbb,753,56,bbpbppbbbbpbpppbpbbpbpbbbbbpbppbppbpbbbbbbpbpbbpppbbpppp,bbpbppbbbb,b
10,bbpbppbbb,776,35,bbpbppbbbbbpppbbbppbbbbbbbppbbpbbpp,bbpbppbbbb,b
10,bbpbppbbb,1429,55,bbpbppbbbpbbpbpbbpbppppbpbbpbbbbppppbbbpbpbppbpbppppppp,bbpbppbbbp,p
10,bbpbppbbb,3295,49,bbpbppbbbbbppppbbbbbbpbbbpbbpbbppbppbpbppppbbbpbb,bbpbppbbbb,b
10,bbpbppbbb,3504,67,bbpbppbbbbbpbbbpbbbpbpbbppppbbbppbbppbpppbbbppppbpbpbbbpbppppbbbpbb,bbpbppbbbb,b
10,bbpbppbbb,5010,64,bbpbppbbbbppbppppbbppbpppbbbpppbpppbpppbbppbbpbpppbpbpbpbbbpppbp,bbpbppbbbb,b
10,bbpbppbbb,5064,49,bbpbppbbbbpbppppbpppbppbppbpbpbbbpbbpppbppbpbpbpb,bbpbppbbbb,b
10,bbpbppbbb,5502,39,bbpbppbbbbbppppbpbpbbppbbpbpbbppbpbbppb,bbpbppbbbb,b
10,bbpbppbbp,91,20,bbpbppbbpbbppbbbpbbp,bbpbppbbpb,b
10,bbpbppbbp,248,47,bbpbppbbppbbbbpbbpbpppbpppbpbbbpbbbbppbbppbbpbp,bbpbppbbpp,p
10,bbpbppbbp,498,39,bbpbppbbpbbbpppbpbbbpppbbppbbbppbpbbbpp,bbpbppbbpb,b
10,bbpbppbbp,1186,44,bbpbppbbpbpbpbpbpbpbbpbpbbpbppbpbbppbpbpbpbb,bbpbppbbpb,b
10,bbpbppbbp,1220,64,bbpbppbbpbbbppbbbbbpbbpbpbbbppbpbppbbbbbpppbpbbppbbbpbbpbbpbbpbp,bbpbppbbpb,b
10,bbpbppbbp,1334,63,bbpbppbbpppbbpbbpppbbpbppbpppbbbpppppbpppppbpbbbbpbbpppbbbppbbp,bbpbppbbpp,p
10,bbpbppbbp,1708,44,bbpbppbbppbbbpbpbbpbbbpbbppbbbpbppbbpbppbbpp,bbpbppbbpp,p
10,bbpbppbbp,2364,52,bbpbppbbpbpppppbppppbpbbbpbppppppbbpbppbbbppbbpbbbbp,bbpbppbbpb,b
10,bbpbppbbp,2564,66,bbpbppbbppbbpbbbbpppppbppbbppppppbpppppbppppbpbpbppbpbbpbbpppbppbb,bbpbppbbpp,p
10,bbpbppbbp,2597,49,bbpbppbbppppbbpbbbpbppbbbbpbbbbbpbbbpbpppbpbppppb,bbpbppbbpp,p
10,bbpbppbbp,3366,63,bbpbppbbpppbbpbpbpbpppbpbpppbpppppbpbbbpbbpbppppbbpbpbbpppbpbbp,bbpbppbbpp,p
10,bbpbppbbp,3923,48,bbpbppbbpbbbbpbbppppbpppbppppppppbbbppbbpbbppppb,bbpbppbbpb,b
10,bbpbppbbp,4143,45,bbpbppbbpppbpppbbbpbppppbppppppbbbbbbpbpppbpp,bbpbppbbpp,p
